date,australia_ret_without_div_aud,france_ret_without_div_eur,germany_ret_without_div_eur,japan_ret_without_div_jpy,switzerland_ret_without_div_chf,uk_ret_without_div_gbp,us_ret_without_div_usd
2023-05-01,0.0165119908,0.0271932925,0.0109741193,0.0273976045,0.0224724861,0.0268350461,0.007865
2023-06-01,-0.032765959,-0.051769361,-0.046874614,0.0316501097,-0.026986475,-0.05079719,-0.001057
2023-07-01,0.0171276426,0.0365625299,0.0255129701,0.073896852,0.0059200107,0.0021957753,0.064342
2023-08-01,0.02847096,0.0064836331,0.021515067,0.014551573,0.0031018817,0.0240647323,0.034672
2023-09-01,-0.013596026,-0.031158024,-0.034139154,0.0041840439,-0.024516351,-0.029674184,-0.022266
2023-10-01,-0.033349047,-0.040616658,-0.035682372,-0.003763109,-0.015830682,0.0206198279,-0.04886
2023-11-01,-0.039232693,-0.03658876,-0.04531893,-0.029467242,-0.058794839,-0.042825625,-0.029857
2023-12-01,0.0440004796,0.0576029306,0.0794697743,0.0541306709,0.0438920132,0.0237635166,0.090037
2024-01-01,0.0704390968,0.0343773904,0.0270357561,-0.004758363,0.0212013343,0.0427604015,0.051476
2024-02-01,0.0118124149,0.0173604602,0.0036065756,0.073194894,0.0119635625,-0.012920309,0.006743
2024-03-01,0.0056273682,0.0339363541,0.0291297096,0.0482184848,0.0161446527,0.0009335002,0.049052
2024-04-01,0.0224178308,0.0230766403,0.0387325755,0.032797475,0.0254820529,0.0407574297,0.030938
2024-05-01,-0.029078895,-0.024621221,-0.027393173,-0.014466635,-0.023911258,0.0229765656,-0.043636
2024-06-01,0.0043511001,0.0020936293,0.0112209197,0.0051351964,0.049704664,0.0203920036,0.044979
2024-07-01,0.0074505462,-0.064333549,-0.012921937,0.013798241,-0.00667537,-0.019399441,0.02438
2024-08-01,0.0378877628,0.0014661016,0.0034312064,-0.00427528,0.0105790762,0.0326108964,0.019
2024-09-01,0.0006347586,0.0174066248,0.0174544034,-0.024809316,0.0044871626,0.001457034,0.020203
2024-10-01,0.0251925478,0.0079895956,0.0263278122,-0.023069125,-0.012427661,-0.018879687,0.019485
2024-11-01,-0.012248121,-0.051596499,-0.020619831,0.0168979621,-0.031321578,-0.018265603,-0.009139
2024-12-01,0.031699571,-0.021333653,0.0197995011,-0.007407592,3.1828e-05,0.0219719954,0.063463
