date,return
2018-06-01,-0.02942370367076419
2018-07-01,-0.058213591530148934
2018-08-01,-0.012965037172323198
2018-09-01,-0.034815308392112214
2018-10-01,0.02257468077949817
2018-11-01,-0.018964734362397567
2018-12-01,0.025399685325464966
2019-01-01,-0.07013753443256694
2019-02-01,-0.06449941782795632
2019-03-01,-0.038572529284849603
2019-04-01,-0.07063769163197077
2019-05-01,0.011287054356658985
2019-06-01,-0.05699800061546006
2019-07-01,-0.04340981813045907
2019-08-01,-0.012298168002032086
2019-09-01,-0.05070516368952473
2019-10-01,-0.029502726090726128
2019-11-01,-0.03192173904178492
2019-12-01,-0.019028069052755132
2020-01-01,-0.024940269263977563
2020-02-01,0.045333566830089204
2020-03-01,0.10870039988117249
2020-04-01,-0.07224932976859319
2020-05-01,-0.019708955792208917
2020-06-01,0.01734486677718383
2020-07-01,0.05080543609165495
2020-08-01,-0.02382257178409022
2020-09-01,0.000785170013648067
2020-10-01,0.03839129587853225
2020-11-01,-0.0922826475331402
2020-12-01,-0.0019896766392590325
2021-01-01,0.005571209297508202
2021-02-01,-0.04631982607912564
2021-03-01,-0.07415052634890819
2021-04-01,-0.010666964710853384
2021-05-01,-0.02311092692589367
2021-06-01,-0.046130296303575145
2021-07-01,-0.029773942179040738
2021-08-01,-0.0317048356580692
2021-09-01,0.0031251236765821827
2021-10-01,-0.042156326979288866
2021-11-01,-0.006395237391838317
2021-12-01,-0.05159888296668674
2022-01-01,0.040126703728280054
2022-02-01,-0.0014090415696389337
2022-03-01,-0.07131722236429912
2022-04-01,-0.05158578698983828
2022-05-01,-0.03973243519516512
2022-06-01,0.02438495556541492
2022-07-01,-0.09962507239033876
2022-08-01,-0.027259444918099746
2022-09-01,-0.0057706133169179675
2022-10-01,-0.06141808741475932
2022-11-01,-0.015236446249584215
2022-12-01,0.0639182009310834
2023-01-01,-0.08113385691760774
2023-02-01,-0.04264380639630977
2023-03-01,-0.016407195055015086
2023-04-01,-0.040003118853656934
2023-05-01,-0.012180674237382366
2023-06-01,-0.03655320425424626
2023-07-01,-0.0425521290279573
2023-08-01,-0.04349985561909118
2023-09-01,-0.03942705536112227
2023-10-01,0.026134083551299713
2023-11-01,-0.03410208973291499
2023-12-01,-0.036267744825429445
2024-01-01,-0.05464463396291198
2024-02-01,-0.05622186067789653
2024-03-01,-0.07233081884307367
2024-04-01,-0.02118962199157527
2024-05-01,-0.04011801930372542
2024-06-01,-0.0038135826402423503
2024-07-01,-0.004819147950626533
2024-08-01,0.013976300561434382
2024-09-01,-0.02886349039768597
2024-10-01,-0.04555912874566162
2024-11-01,-0.06635406193358132
