date,MOM
2019-11-01,0.008711464416261415
2019-12-01,0.01702764160338148
2020-01-01,0.0009651726865525304
2020-02-01,0.0005095798073360342
2020-03-01,0.021633129672398516
2020-04-01,0.06219289424448534
2020-05-01,-0.03145459036999691
2020-06-01,0.015389143263057202
2020-07-01,0.010149090188032518
2020-08-01,0.00641642727225767
2020-09-01,0.01627841087376605
2020-10-01,0.025050362276617947
2020-11-01,-0.0416405730054339
2020-12-01,-0.013820149528681484
2021-01-01,0.008829208413105328
2021-02-01,0.006588197277884067
2021-03-01,0.0019309360045603012
2021-04-01,0.008097547604850082
2021-05-01,0.010130616790103717
2021-06-01,0.010430316820969582
2021-07-01,0.011968894760139633
2021-08-01,0.01816759865962468
2021-09-01,-0.006656499407809434
2021-10-01,-0.044684455499573374
2021-11-01,0.028891797808035666
2021-12-01,0.015823876326848417
2022-01-01,0.022005467220752084
2022-02-01,0.0011872145197766503
2022-03-01,-0.03195136428207743
2022-04-01,-0.02471879560043995
2022-05-01,0.0171843031816398
2022-06-01,-0.0205769137039258
2022-07-01,0.024440732818937636
2022-08-01,-0.003969142524897724
2022-09-01,0.0263867991271192
2022-10-01,0.04643247408811183
2022-11-01,0.0114367345792852
2022-12-01,0.00914560725325244
2023-01-01,0.0282228148647667
2023-02-01,0.027155469861659662
2023-03-01,0.042467180196584214
2023-04-01,0.049330848260477386
2023-05-01,0.04515530778558382
2023-06-01,0.05347923852538568
2023-07-01,0.04995252298205786
2023-08-01,0.017938436201481008
2023-09-01,0.047924275220110765
2023-10-01,0.03997162925508697
2023-11-01,0.03778128657831232
2023-12-01,0.028722873772937738
2024-01-01,-0.0029277886383683796
2024-02-01,0.08049216632595028
2024-03-01,0.05267633080663704
2024-04-01,0.03526646640933728
2024-05-01,0.027790544844667114
2024-06-01,0.03437395203093838
2024-07-01,0.04108103363451018
2024-08-01,0.016718093605918662
2024-09-01,0.009206477786642332
2024-10-01,0.028844968271409265
2024-11-01,0.0529948842338113
2024-12-01,0.014017292048557704
