date,australia_hedged_return_usd,france_hedged_return_usd,germany_hedged_return_usd,japan_hedged_return_usd,switzerland_hedged_return_usd,united kingdom_hedged_return_usd
2019-10-01,-0.8915226388840835,0.4366601486679315,0.4553998278679315,0.041015321500000146,0.7638430608766271,-0.8204070986121514
2019-11-01,-0.8998412345319466,0.42987098190745865,0.43166458430745863,0.0040499954000002975,0.7278522808184799,-0.7972428514559139
2019-12-01,-0.9084836885186582,0.4110067278345871,0.4040904056345871,-0.00661715189999984,0.746368512930982,-0.7491782473641851
2020-01-01,-0.7905613758699751,0.3846945995878869,0.3899495055878869,-0.0292159109130433,0.7515792811056154,-0.7512755143606601
2020-02-01,-0.8421201043613448,0.32944122473522136,0.32336595973522136,-0.14248659643956024,0.638476389951191,-0.7600592762218021
2020-03-01,-0.7677903416732068,0.2669164348271695,0.2800729158271695,-0.06425758699999992,0.6122896368756717,-0.6847549862185298
2020-04-01,-0.11069105182965752,0.30312479647436286,0.3527721901743629,0.08281942650000004,0.6697168927059496,-0.5845341472975843
2020-05-01,-0.11487677913144104,0.2902589941853947,0.3163017957853947,0.11088917090000003,0.6890250360448149,-0.32274856644911404
2020-06-01,-0.09873513486073358,0.4053502454039701,0.4015527569039701,0.03148298373118262,0.678768633305936,-0.1932991347616547
2020-07-01,-0.11530850310000025,0.40424494646457576,0.42452593846457576,0.027361881999999935,0.6872468192160381,-0.1729577973582398
2020-08-01,-0.06464562778454819,0.5159336540142134,0.5310485458142135,0.13372047628936182,0.7328228032951384,-0.03154453252155524
2020-09-01,-0.10762575561572534,0.4731237052526318,0.4829520372526318,0.07155425940000004,0.7118379640415037,-0.07626342719711138
2020-10-01,-0.07094020035091994,0.47382173030758334,0.4269860183075833,0.018126580578947334,0.6446189115421366,-0.10274321280431445
2020-11-01,0.04340756116822561,0.6844098244157208,0.6405203154157209,0.16001582960000005,0.8132628056538943,0.0645244046155934
2020-12-01,-0.028497561132129548,0.5540203735843762,0.5785022162843763,0.08554228770000004,0.7650383765055827,-0.008333907519875186
2021-01-01,-0.00691001857602899,0.5233893983573659,0.5504767106573658,0.06792945139999997,0.7242935060638297,-0.05330509132468282
2021-02-01,0.009243208166748292,0.5999841164693733,0.5695932313693733,0.11419675816315794,0.7412586044232736,-0.03292609676532067
2021-03-01,-0.007761929669649784,0.597571944581113,0.609346946881113,0.11848429199999995,0.7961287855665271,-0.03000691882421557
2021-04-01,-0.011310781379405388,0.581053244872545,0.545635199072545,0.037816712999999946,0.7390839800662241,-0.06586501932603847
2021-05-01,-0.0013638206218473392,0.5789714212288017,0.5690768699288017,0.08657140877826075,0.7696063179678527,-0.062337754825816466
2021-06-01,0.025102133278934895,0.5658923928222748,0.5673911124222747,0.08697105079999984,0.777995056234139,-0.06391942857219259
2021-07-01,0.004773806531427829,0.5619306086460067,0.5535672147460067,0.04887370099999984,0.7557298422253549,-0.07106968140046357
2021-08-01,0.01601329794556424,0.5515550017419262,0.5706909172419261,0.10341622479999985,0.7633813142246557,-0.04292294196863825
2021-09-01,-0.03703650328446397,0.5240081335310044,0.5165141405310044,0.14483171809340645,0.7637867032371505,-0.08344301922079828
2021-10-01,-0.021590447676686594,0.6159743344904762,0.5759491203904762,0.058722469999999846,0.761888841529705,-0.12802015351123994
2021-11-01,-0.023394381458464564,0.5690287457898955,0.5420064777898955,0.03555143599999984,0.6839085961989211,-0.1343726879061871
2021-12-01,-0.03590017900370383,0.6266008535475741,0.6199253907475741,0.09026664048181832,0.7769301533234787,-0.14042325612913625
2022-01-01,-0.13220897523398342,0.5212284411112736,0.5239911831112737,-0.0017020259999999537,0.6559027225801816,-0.5340418968236815
2022-02-01,-0.08450040142537343,0.4967210061971053,0.4867535581971053,0.07649385844827584,0.6688082384437574,-0.769252383296898
2022-03-01,-0.09753319548226196,0.5103297435866089,0.49368203768660884,0.14865645245714276,0.706799241028964,-0.9395133466481167
2022-04-01,-0.35105515957848965,0.4422072309336781,0.4407527829336781,0.03873712468354454,0.6885926261224342,-1.0481430714492697
2022-05-01,-1.0305354440240024,0.3813425967272729,0.4040470623272729,0.08951073157692307,0.6458377592352942,-1.284610466809503
2022-06-01,-1.6308208112953737,0.19943489971722436,0.1491912527172244,0.005653389999999977,0.4311267674629174,-1.5540579385974032
2022-07-01,-2.0509801292018675,0.07268091047776032,0.022277888277760317,0.05724474249726017,0.1482547448440822,-1.7976052669655536
2022-08-01,-2.155743381399698,-0.40868842525500215,-0.41691230725500217,0.08696137917297302,0.01117963998516017,-2.0717658025459396
2022-09-01,-2.6505723749213006,-1.0615165526946102,-1.0828119066946102,-0.006891373285714104,-0.1920154624181428,-2.973914808325089
2022-10-01,-3.034507854684145,-1.4398093726712777,-1.4314318794712777,0.03904740982941173,-0.5284401960743903,-3.5103544219016958
2022-11-01,-3.085746893071619,-1.8495170279865103,-1.8463542599865101,-0.0122954152285716,-0.5497525832514685,-3.6224232232511637
2022-12-01,-3.327932633600474,-2.1517828945122184,-2.149273782512218,-0.0674747414324324,-0.7779787830882913,-3.813954748128077
2023-01-01,-3.2155178502447166,-2.219202446089466,-2.2225242414894657,0.07588212531818203,-0.920881775949915,-3.900871499772297
2023-02-01,-3.340848022802263,-2.6242616092103903,-2.6253111185103903,0.01200080240000018,-1.0122510421599848,-4.209865611219265
2023-03-01,-3.6486599085470344,-2.9848748015313276,-2.984632237931328,0.028092738600000056,-1.405620351460211,-4.491233098545559
2023-04-01,-3.6080910576282297,-3.094652624125451,-3.112090056925451,0.05860500000000006,-1.4174844255616357,-4.502347994184766
2023-05-01,-3.9769077722086412,-3.391937200295603,-3.373725750295603,0.08127004252876716,-1.4618284766517058,-4.839027958072733
2023-06-01,-4.249770051969656,-3.587734238260184,-3.599030317460184,0.08237674040000001,-1.6636871065232095,-5.209435367461463
2023-07-01,-4.0655326847083355,-3.5932979933778677,-3.5791140458778674,0.05027133584225357,-1.6938133495512908,-5.365655851642924
2023-08-01,-4.103884569034844,-3.702654349439049,-3.7055141724390492,0.02655903856231883,-1.7213759469072243,-5.38020467236471
2023-09-01,-4.089116973778211,-3.8666965186257602,-3.86235759562576,0.00016038242941174025,-1.7682112389003242,-5.385081122409046
2023-10-01,-4.375610456078777,-4.118866654254311,-4.12765738425431,-0.012699368000000062,-1.8585582705272858,-5.574869746995894
2023-11-01,-4.480019236216102,-3.9504492854237587,-3.9291021510237587,0.004078792820895613,-1.763780775579811,-5.4395111920965915
2023-12-01,-4.228170966685656,-3.8879075103433065,-3.8970868003433066,-0.035499038188405614,-1.6445830402912476,-5.193283061213289
2024-01-01,-4.241293231131465,-3.8544072717128053,-3.8689784221128054,0.06809567741176456,-1.6133363772736753,-5.172535072707739
2024-02-01,-4.353539059275161,-3.91845220527707,-3.92253414297707,0.02586282210000007,-1.644842611575064,-5.241233511447031
2024-03-01,-4.2751083053388825,-3.8279728804196256,-3.8131163043196254,-0.02877084208805955,-1.4042903171786032,-5.05324618748935
2024-04-01,-4.49213671179576,-3.939550300131569,-3.9423953851315687,-0.1016560955384616,-1.5177405553757963,-5.2074615771748345
2024-05-01,-4.359423980507244,-3.773050631617766,-3.7584517146177663,-0.10164150779999997,-1.4836568749342784,-5.168084767644128
2024-06-01,-4.402011909543571,-3.81907059733643,-3.7681069883364304,-0.12980519330000004,-1.4351537360132283,-5.247105295124567
2024-07-01,-4.40516336397331,-3.7523897012024383,-3.7513056647024383,-0.25819010253968244,-1.2645681447964077,-5.087556223589511
2024-08-01,-4.460626235347793,-3.5596842831288087,-3.5598757009288087,-0.31151622270588253,-1.0832002372956324,-5.021868644232678
2024-09-01,-4.3263302852635155,-3.3375229532921717,-3.3199318795921715,-0.21241606857142867,-0.9964084554351581,-4.775399693044858
2024-10-01,-4.279099704910448,-3.1092780144627548,-3.078492333462755,-0.19763270478656705,-0.8797959659468596,-4.62874486416645
2024-11-01,-4.219574858478431,-2.967593978893288,-2.926730838493288,-0.36530405099999985,-0.7808338164847137,-4.609310754087485
