date,australia_hedged_return_usd,france_hedged_return_usd,germany_hedged_return_usd,japan_hedged_return_usd,switzerland_hedged_return_usd,united kingdom_hedged_return_usd
2006-01-01,-5.513567646441439,-2.408307480946671,-2.398450147546671,-0.04205398885747136,-0.8455407838542374,-4.514340751509149
2006-02-01,-5.461795256727555,-2.6099239794810725,-2.590923378881073,-0.13972175700000003,-0.971921803851266,-4.544981744530435
2006-03-01,-5.656928131838371,-2.7525501182119627,-2.7632805503119626,-0.07445081859999991,-1.1185942846233148,-4.624712363488304
2006-04-01,-5.903920471442842,-2.9410834083435677,-2.934889563143568,-0.21297810852941168,-1.2680653247461757,-4.938596525819909
2006-05-01,-5.693584504396648,-2.8912735596038224,-2.901962796603822,-0.30231350266666673,-1.3288466978954374,-4.666972038364585
2006-06-01,-6.059293449755115,-2.9762826163308866,-2.994018250630887,-0.32811137892068953,-1.3613965637337169,-4.713440395057365
2006-07-01,-6.154726901103081,-3.13015886533325,-3.13661629813325,-0.4512877799999999,-1.4054980736332428,-4.870681725801366
2006-08-01,-6.075313831962849,-3.1610091226158996,-3.1658123263158995,-0.3699078721093024,-1.461867869686236,-4.900583371702128
2006-09-01,-6.187755315650734,-3.278697046469741,-3.263957208569741,-0.4245594073529408,-1.5654504640801472,-4.97952889553515
2006-10-01,-6.4079509800097565,-3.57312524164665,-3.55873815844665,-0.45418320217619085,-1.7748643676539084,-5.216662274653237
2006-11-01,-6.465241494171222,-3.7002702311371,-3.7005285111371,-0.506500434,-1.865098183450402,-5.387336397117648
2006-12-01,-6.3179306561550765,-3.5603266274469565,-3.5573319933469563,-0.4519697337823529,-1.7798823190845214,-5.2402289051076725
2007-01-01,-6.410218049551085,-3.768414639235045,-3.745136673035045,-0.5113025735000001,-2.0138244130115974,-5.484174535484352
2007-02-01,-6.444896094635249,-3.8858914777859335,-3.8823989207859335,-0.6800800963000001,-2.196024495275871,-5.52503294287789
2007-03-01,-6.710397484084014,-3.95329603682601,-3.95170238232601,-0.6514314062352939,-2.136288433350137,-5.649137908064466
2007-04-01,-6.428010983673879,-3.9258435737180193,-3.918996776918019,-0.6355776328571429,-2.1367035613519927,-5.608851530705066
2007-05-01,-6.487794039114732,-3.9876542305171494,-3.9796532963171494,-0.6180025228722892,-2.2681768914915748,-5.746156931019817
2007-06-01,-6.639007852985907,-4.255571684528447,-4.2541523290284475,-0.7153997530999999,-2.537136264654575,-6.056707860620073
2007-07-01,-6.151229420422841,-4.220375977302454,-4.212504072302454,-0.8923364114146338,-2.6550471651396235,-5.970290185013265
2007-08-01,-6.891862662524027,-4.672703338541147,-4.658687526541147,-0.9119739678372093,-2.661941848108241,-6.444365687869716
2007-09-01,-7.384525654304196,-4.868714651494824,-4.8511256562948235,-0.8159587391839078,-2.5187193097457623,-6.730706681225326
2007-10-01,-6.842973185204981,-4.835967575360428,-4.838018109260428,-0.9248687201279066,-2.58835941380586,-6.312868168898988
2007-11-01,-6.962522678674478,-4.6158071781833545,-4.6112283241833545,-0.900308977222222,-2.2816867554123297,-6.254687046785904
2007-12-01,-7.40717323141507,-4.924660449400724,-4.899591132300724,-0.9738090826179773,-2.4866664451709024,-6.189414856125986
2008-01-01,-7.578870248141336,-4.627524514595076,-4.616956792595077,-0.9405469819999999,-2.428401179414448,-5.726876002960715
2008-02-01,-7.775051698048288,-4.656152251104215,-4.640439402104215,-0.9818414887096775,-2.6864826540520697,-5.759173076555319
2008-03-01,-8.023808128857064,-4.697981522266955,-4.705262527266955,-0.8724517058282826,-2.3180115829560646,-5.8455647078661
2008-04-01,-7.963618117897392,-4.638712383074051,-4.655227869174051,-0.7126703426350511,-2.016412693880058,-5.806076305189099
2008-05-01,-7.738891195162535,-4.83654102309475,-4.83644433819475,-0.7621268572666667,-2.051947943631836,-5.834109723750634
2008-06-01,-7.98570799160572,-5.125593529500945,-5.095887367500945,-0.9185808799999998,-2.257650299612998,-6.0797826452847845
2008-07-01,-7.067969217301456,-4.675540755327813,-4.662843725327813,-0.8025778238085105,-2.0291840193805775,-5.513726747628319
2008-08-01,-6.6566452410370385,-4.693241686245595,-4.723244600445596,-0.9438468949890105,-2.0835892361550736,-5.393652953821971
2008-09-01,-6.049571409283057,-4.6599679276149795,-4.652308657614979,-1.1138244361276595,-2.1222668408896417,-5.605004482576476
2008-10-01,-5.885823137406113,-5.000771267609759,-5.104470505609759,-1.1443944430000001,-1.4236004105766213,-5.598815318299847
2008-11-01,-4.934301477494765,-4.606228965555555,-4.600053432555555,-1.036646412291262,-0.8301038528364787,-4.302418496403275
2008-12-01,-4.414190091605774,-3.215997755217948,-3.167529146117948,-0.724423221818182,-0.16105432711061668,-3.0273152532576817
2009-01-01,-3.6149134577536275,-2.4061322631338116,-2.4319822061338114,-0.7509961615135133,-0.10543348219999976,-2.391299949158623
2009-02-01,-3.3124923081623616,-2.0947012667327494,-2.0998713897327494,-0.658990473,-0.2121359502279116,-2.0987504427033703
2009-03-01,-3.3881774055703873,-1.631203212696905,-1.625028127896905,-0.6049616347117645,-0.09729008117736401,-1.92110761176048
2009-04-01,-3.3196464154207317,-1.3694562410682627,-1.3479392930682628,-0.5551406214168316,-0.013722103733107172,-1.5614067485435565
2009-05-01,-3.3155701060146443,-1.2954591442237282,-1.3022294693237282,-0.5141800516466019,-0.08581994139868128,-1.4615201301234917
2009-06-01,-3.221192881673832,-1.2687429520365985,-1.2623789930365985,-0.5501968317000003,-0.0815660744617448,-1.2678563375992429
2009-07-01,-3.2200182680287,-0.9201447597483706,-0.9140493908483707,-0.5114785190905661,0.0029220331496766228,-0.93280619311248
2009-08-01,-3.3693565797225786,-0.8243482796171514,-0.9019146563171514,-0.5967893590333331,-0.05470579568847783,-0.6703133588199612
2009-09-01,-3.5327419632421955,-0.7520681251450334,-0.7684528159450335,-0.5976342770000003,-0.0637515581573525,-0.5528140642886233
2009-10-01,-3.869799814064519,-0.7854636745795828,-0.7861947095795828,-0.5629882497837838,-0.10378465301412862,-0.6279647761761654
2009-11-01,-3.838920560536545,-0.6673864240039007,-0.6476290901039007,-0.5575861021428572,-0.10199628622796951,-0.5522100434262728
2009-12-01,-4.154803147987562,-0.619438023057826,-0.6268671283578261,-0.3661966844468467,-0.07136669413162525,-0.5567673821359052
2010-01-01,-4.100718413311823,-0.6434857239830365,-0.6518849599830364,-0.4700929841818184,-0.06271698138791756,-0.5892065629298182
2010-02-01,-4.297894868512114,-0.6585325751929823,-0.6537126951929823,-0.43413444102702686,-0.07090062709324532,-0.5415371750712766
2010-03-01,-4.3561022374166285,-0.5574889053916656,-0.5400111203916657,-0.28990472330000006,-0.04615435355353713,-0.6109530409101209
2010-04-01,-4.232698066074282,-0.5608632114628457,-0.5361899499628456,-0.4164610042990654,-0.04853393742918207,-0.5939560374549963
2010-05-01,-4.771883148120624,-0.6936150936652494,-0.6693835596652494,-0.5074457475779817,-0.12458422040754541,-0.7736095883037015
2010-06-01,-5.0874857481418205,-0.825370218528482,-0.8061322958284821,-0.466806353181818,-0.21515303482104686,-0.8335018273651137
2010-07-01,-4.942743344978693,-0.8069158268032319,-0.8313444540032319,-0.39816116317894745,-0.17088433260934036,-0.7039336485733928
2010-08-01,-4.999642590083519,-0.9578898081633725,-0.9539579461633725,-0.4343322852478631,-0.2610518403945564,-0.7274029385564775
2010-09-01,-5.03032059646876,-0.9294196974073266,-0.9393445928073266,-0.35594749308571416,-0.22374411358084517,-0.6977740716309022
2010-10-01,-4.832003335475656,-0.9255373182879053,-0.9072959333879053,-0.3527924274426229,-0.20445372512909726,-0.7294796088103358
2010-11-01,-5.051029084199008,-1.0244353222206972,-0.9708383736206971,-0.2676598578347108,-0.22201845111472177,-0.724889751930706
2010-12-01,-5.01120471408159,-0.9948411843074237,-1.0027876461074237,-0.3067966929666666,-0.17957320081276665,-0.7030716758478358
2011-01-01,-5.030342424666353,-1.0217815096051224,-1.0430217642051223,-0.3260477869000001,-0.15778323743662084,-0.8104904411968067
2011-02-01,-4.914505337883302,-1.116067717140364,-1.120144399040364,-0.3065787370652896,-0.15174640556498206,-0.7795468979949889
2011-03-01,-5.1913708659190245,-1.2696596683556358,-1.2617143933556358,-0.3857371186393442,-0.2051167284552931,-0.8476020862307694
2011-04-01,-4.954240666653571,-1.2679018004421059,-1.2490781123421058,-0.38213008099999973,-0.13476813850239838,-0.7854478530943952
2011-05-01,-4.988253366384076,-1.4324710382985961,-1.4551701158985961,-0.35511938550406486,-0.1687276467054395,-0.8145455673463138
2011-06-01,-5.1058596562125835,-1.468885782551881,-1.457994276251881,-0.34063568733225796,-0.18343121534050236,-0.8243162143073557
2011-07-01,-4.838369271683796,-1.6665793766391486,-1.6404171696391487,-0.3829632527301584,-0.2236782413377768,-0.8727873926591163
2011-08-01,-4.72224312483527,-1.5474132480612126,-1.6117697910612128,-0.40502946100000004,0.11701063377763038,-0.8638247998987528
2011-09-01,-4.842909397164383,-1.6151196502823801,-1.5907706902823802,-0.3286986271000001,0.0690064139663813,-0.9615115641069049
2011-10-01,-4.62730073441849,-1.4695288132026145,-1.4429057705026145,-0.31745948220769254,0.1495042030048715,-0.9017484661608322
2011-11-01,-4.6588930681645575,-1.4463236928257737,-1.4219874148257738,-0.3747507040000001,0.0711502689378972,-0.9915832221903077
2011-12-01,-4.685151758953567,-1.3843512853184758,-1.4060827393184758,-0.3352466272434109,-0.04039258817255943,-1.0475326853483993
2012-01-01,-4.524226071854584,-1.2268007566275454,-1.1918450720275455,-0.26837747327692296,-0.05413087892122371,-1.0961778817094046
2012-02-01,-4.241790899875811,-0.9977892574300844,-0.9882789205300844,-0.16742675899291326,0.01924210407902805,-1.031262306878208
2012-03-01,-4.336125275514137,-0.8541794902124339,-0.839504796812434,-0.31817702258016506,-0.029304714006318334,-1.064306304139535
2012-04-01,-4.003150584593238,-0.7439934679240119,-0.7133371989240119,-0.4178677070975608,0.0038799937629312685,-1.014648061
2012-05-01,-3.729330069206413,-0.6933162200769101,-0.7141089760769102,-0.4319143979999999,0.0005601601261650616,-1.0208782793144937
2012-06-01,-3.627152342919968,-0.5670621904275895,-0.6086969670275896,-0.27771159316666666,0.10288561116955064,-0.9037813273983285
2012-07-01,-3.588287710442718,-0.4886280707779209,-0.4648769601779209,-0.36625933599999994,0.2110651950916523,-0.819491867437857
2012-08-01,-3.5674671554661095,-0.3500286810201142,-0.3639866992201142,-0.34076696788188965,0.1813204410616329,-0.7314617321188652
2012-09-01,-3.423390470260639,-0.25959469277570835,-0.23001272897570835,-0.29937183352499974,0.16421097491997094,-0.6312476273397122
2012-10-01,-3.1724925423761117,-0.17506384941723718,-0.17860714161723718,-0.2792796311897636,0.08512036571005042,-0.5214042330995022
2012-11-01,-3.261987916057809,-0.18026754067321787,-0.1974257544732179,-0.22517204722357723,0.15879378472839928,-0.5204626954002005
2012-12-01,-3.090471603297993,-0.18379254178269983,-0.18066433258269984,-0.13883835279411752,0.05522476337429513,-0.49090982978185205
2013-01-01,-2.876444755919047,-0.1785361427061662,-0.18097260230616619,-0.15025107952857145,0.1767460739930749,-0.40396651994083943
2013-02-01,-2.9010097633245393,-0.18029876960111624,-0.18404975220111625,-0.20588771743333306,0.12104949487334545,-0.44458153789380866
2013-03-01,-3.083713770628807,-0.2040047956107236,-0.2082465984107236,-0.12697237177924542,0.07521731036413813,-0.5176237847013262
2013-04-01,-2.801753427745664,-0.17216784912741073,-0.19320634332741074,-0.06861056862352931,0.10470116561092077,-0.49616868010104487
2013-05-01,-2.682320312977316,-0.1809069963090983,-0.1714645875090983,-0.30324929134343415,0.04065171924843272,-0.49938250771538867
2013-06-01,-2.7102232227288137,-0.24537703812055747,-0.23810814912055747,-0.19482756499029105,0.038507012875431436,-0.5239063711138581
2013-07-01,-2.656091392501037,-0.17273315435875447,-0.20429047195875447,-0.2525479491999999,0.065305349663475,-0.4758207861361158
2013-08-01,-2.6798888811064296,-0.24204142231272577,-0.24144532831272578,-0.23895283731372546,0.04813458080051872,-0.571374304506933
2013-09-01,-2.6400008475859074,-0.19098218788134125,-0.19783341258134124,-0.15091707144158414,0.06254294938427643,-0.5257209528795088
2013-10-01,-2.4661665377445954,-0.1765080681615301,-0.1604979932615301,-0.19846314652941174,0.022650145287364854,-0.4899538390490253
2013-11-01,-2.4632308409193477,-0.23948701498673844,-0.20718592268673844,-0.1315544756,0.000133745063017064,-0.5577311055031056
2013-12-01,-2.5432853488311804,-0.26125503334435374,-0.2534127038443537,-0.17163431941237112,-0.007182511325531548,-0.515045983139022
2014-01-01,-2.695129113928878,-0.3155268746756972,-0.3172532066756972,-0.30232014866666684,0.03416110846428056,-0.5593830139429264
2014-02-01,-2.6277486034515714,-0.24244024473933415,-0.2651669845393342,-0.21838512999999996,0.06828483597157944,-0.47917292690450575
2014-03-01,-2.7366610836924297,-0.29872355981097254,-0.31568991121097256,-0.21056240889999997,0.0481670957760222,-0.5621722346111645
2014-04-01,-2.6621100620160494,-0.30177335020390983,-0.32070368300390983,-0.24382009399999996,0.054332989314548163,-0.5217035478602101
2014-05-01,-2.707313051322944,-0.28747251536138574,-0.2761161693613857,-0.17593428859999996,0.0650213535137958,-0.5161820397105805
2014-06-01,-2.7245316812552063,-0.2533046232002833,-0.24343712620028327,-0.15858622069999997,0.0002826222080982068,-0.5777769629874612
2014-07-01,-2.574403065334008,-0.2187607466413568,-0.22631447264135682,-0.17564932582448978,-0.04367969628377315,-0.5328609773045824
2014-08-01,-2.5182663278795685,-0.1331319215297144,-0.14819939592971437,-0.168108671783505,0.022446983976517485,-0.503712203633533
2014-09-01,-2.6068916412435303,-0.07896176783360673,-0.08214688073360672,-0.16782364289999996,-0.00024232679685165515,-0.5677119324917128
2014-10-01,-2.6214307698719512,-0.0944521599763009,-0.0835535079763009,-0.09736872819247322,-0.029267673925678726,-0.5355893775595371
2014-11-01,-2.6148734123253123,-0.024458303327459407,-0.005940322127459409,-0.0995539714069767,0.006908494440435453,-0.5153777123602816
2014-12-01,-2.644484940630786,-0.027063422526385543,-0.029414830526385542,-0.19192742748571442,-0.08343762244065124,-0.5242020374543596
2015-01-01,-2.5455642419238096,0.03667904271143624,0.04566665471143623,-0.15117107079999956,0.3470617823484421,-0.5564272657732925
2015-02-01,-2.2618300854257023,0.07108162326387657,0.06480645616387658,-0.08409783790952381,0.7741489787097726,-0.4947236246205754
2015-03-01,-2.305739880454221,-0.013332745579761178,0.015338634820238818,-0.16179247404216845,0.8032721562465609,-0.5845327880046796
2015-04-01,-2.3281815377648583,-0.026080777684771548,-0.06981216638477156,-0.12711798607142863,0.6838263735667054,-0.592056805823624
2015-05-01,-2.074802023099252,0.013653268045763549,0.0068922091457635495,-0.09246826380120457,0.8324910423747345,-0.5737199118639753
2015-06-01,-2.0765154383169153,-0.007373393080592039,-0.0018555100805920377,-0.19026103399999983,0.7266509927909516,-0.6217662522788906
2015-07-01,-2.0506960022323746,0.06432631974160585,0.04015512554160585,-0.14805678689999982,0.8155447987929539,-0.5605268931185089
2015-08-01,-2.1116923775853325,-0.05827307999425292,-0.056509360994252925,-0.27139703553086414,0.7258283715084746,-0.6176444357081782
2015-09-01,-2.2602241600208246,-0.00021890241701270213,-0.009380002417012707,-0.2404911209999998,0.7236379795838765,-0.604942439323119
2015-10-01,-2.0825079709,0.18160257201344687,0.20287520401344689,-0.0550800124506023,0.9014227326063062,-0.5238576127313563
2015-11-01,-2.2710342262588865,0.08360127861997858,0.11128888211997859,-0.15110418809999981,0.6817268096307181,-0.5454930958598132
2015-12-01,-2.2025223863278733,0.08804894488312667,0.08755646488312668,-0.22951006768292675,0.7266950708128499,-0.5330610256946133
2016-01-01,-2.410581460842105,0.0880005208830032,0.050917301883003196,-0.2630105253529409,0.6968030637423127,-0.6089450055225125
2016-02-01,-2.469713568528735,0.1650344093337803,0.1563398743337803,-0.2099353933103449,0.8521509164097806,-0.5856462162077674
2016-03-01,-2.333060127863753,0.22569612449051074,0.2579390736905107,-0.07425552020337096,0.7715441300191308,-0.5830373555668326
2016-04-01,-2.0821632725141965,0.26624079255218264,0.25489770185218263,-0.0778442366483515,0.7765781558988438,-0.6046726556291078
2016-05-01,-2.0042985391792567,0.2914265181272082,0.2857553340272082,-0.0649556925913041,0.7931696393522487,-0.5444448388312034
2016-06-01,-2.06316468982016,0.22805254091452987,0.22662269991452988,-0.15984728942105253,0.7050793281250605,-0.4469116709936463
2016-07-01,-1.9062213916291801,0.33090236394928324,0.3479052905492832,-0.03270549330000007,0.7910075237740392,-0.4697362087246231
2016-08-01,-1.7596462747270938,0.3012115331406152,0.31538496554061524,-0.04749520431313099,0.7650071741467663,-0.3891758782176321
2016-09-01,-1.7343968111769597,0.317799636073713,0.314342083073713,-0.028495589691836593,0.751539684136253,-0.2842785419164384
2016-10-01,-1.7307835493565333,0.3379459226328127,0.3274412291328127,0.03745614180000019,0.7232914098455461,-0.4091598062506082
2016-11-01,-1.6677679621361126,0.3362050475614595,0.3211145210614595,0.06230431111739145,0.7783269309081797,-0.4273515129845556
2016-12-01,-1.7842082502263275,0.3718621928167719,0.3794009844167719,-0.03177643016744183,0.8351170861589196,-0.30930958529504915
2017-01-01,-1.8612755283630276,0.3129530637408647,0.33571515584086464,-0.07885102366896546,0.9405830451846263,-0.3775563967168272
2017-02-01,-1.741454093399374,0.34282452910563377,0.35131126050563377,-0.04611354229999987,0.8340700593924594,-0.3071590009081232
2017-03-01,-1.725446450356914,0.38410921062983405,0.3629570420298341,-0.08350116607865155,0.8434055418498747,-0.3641493041311656
2017-04-01,-1.7274109765166448,0.34954308675605966,0.3245671445560597,-0.020628923591208614,0.8252642723332797,-0.36385495329571965
2017-05-01,-1.8029639466764824,0.3520372108331134,0.3405693154331134,-0.04297374253932573,0.9206715477884063,-0.2526918127042772
2017-06-01,-1.806099077299814,0.29272970301575707,0.2900266770157571,-0.01720546846666652,0.7779547002806388,-0.3411768991428573
2017-07-01,-1.7327090945710013,0.30740012629190877,0.3110826992919088,-0.09437854627078651,0.8236953525198611,-0.27807588957131396
2017-08-01,-1.7129312915878716,0.3299806006810443,0.3237436467810443,-0.042892724095604295,0.8012317101327346,-0.305225593544287
2017-09-01,-1.6554545831495109,0.3834128275245606,0.39747847752456056,-0.0026881791666665544,0.8791224433257938,-0.29822940675862064
2017-10-01,-1.6008051490362094,0.35882420343515753,0.35959292243515756,-0.010559179000000044,0.9455114455022717,-0.3669976493289502
2017-11-01,-1.709581288556168,0.3089417235603336,0.3131718415603336,-0.044790674900000035,0.906168852378214,-0.5581759464034199
2017-12-01,-1.861640848480335,0.30499699674612646,0.3078292687461265,-0.059765646024719114,0.8674403416873319,-0.5214629550886306
2018-01-01,-1.7608687967601806,0.35111413874729025,0.34274749274729027,-0.08981000580000005,0.8783460256215522,-0.5561429861597219
2018-02-01,-1.7319872297628067,0.30012345518962735,0.28493641118962737,-0.11410549196774203,0.8297128890392929,-0.5769745525682258
2018-03-01,-1.9364530342952697,0.3195701917380761,0.3098722957380761,-0.10167039823404228,0.7882527586993081,-0.6582341858717795
2018-04-01,-1.9611557976292036,0.4185602192511004,0.3907740072511004,-0.038390908350537725,0.8415096126379928,-0.619406171848327
2018-05-01,-1.9338231750933559,0.33891630336370815,0.33762412026370814,-0.09265861,0.7532441421088625,-0.5969638628247212
2018-06-01,-2.000707799089543,0.29994453001861693,0.2906164350186169,-0.07178619715384617,0.8156820882535394,-0.6229746457528209
2018-07-01,-1.9729449210780903,0.3548780121561678,0.36798001255616786,-0.07867291689999992,0.8262965246697465,-0.6934286870789393
2018-08-01,-1.8912427577863482,0.3078138051005456,0.29361463910054564,-0.08661081177777778,0.7585416010785315,-0.8586702676861311
2018-09-01,-1.9020733313882867,0.3405792387574699,0.3117649425574699,0.005101723000000009,0.7908142025917134,-0.7863947248776213
2018-10-01,-2.047691355580087,0.2561292478781638,0.2652225438781638,-0.12810821219101126,0.8110124627037778,-0.8425021413089456
2018-11-01,-1.928593946335725,0.2979620461645705,0.2951080791645705,-0.03364535758181801,0.8068121593659024,-0.8555083764961235
2018-12-01,-2.0158908814898866,0.29464060655212254,0.27784358055212255,-0.18426422742696633,0.7303911970936322,-0.9801277960164247
2019-01-01,-2.0241725686110192,0.3674369086818181,0.37472907038181813,0.03050451507391313,0.8876684243295507,-0.8874302890422218
2019-02-01,-1.881372412360987,0.3501706680589304,0.33518058245893034,0.01044722081868163,0.8109019605922658,-0.8690514041542098
2019-03-01,-1.8388579783123409,0.32441189820147026,0.3166163021014703,-0.04717339050000003,0.7743554448204377,-0.7903000389259509
2019-04-01,-1.5912998290651947,0.36392683242079404,0.381901860120794,-0.04197047666666699,0.793407626967712,-0.7692455307848491
2019-05-01,-1.5193183250415405,0.2608241287275649,0.25548066672756486,-0.13110431305494483,0.751445286062462,-0.8030142982998834
2019-06-01,-1.2644808233096743,0.3910539134346613,0.3810944691346613,-0.010737152807526879,0.8140439607,-0.7164219078394475
2019-07-01,-1.0153493782585272,0.3696414077849739,0.35863702778497386,-0.05877306062608701,0.8486436293882719,-0.706430895213771
2019-08-01,-1.0107767529003686,0.4106914229771766,0.40304015997717657,-0.0281351424468083,0.808534727292425,-0.8229699620000003
2019-09-01,-0.9517093466843727,0.44529253360223975,0.44820615890223975,0.06085543406559149,0.801617063443487,-0.7782601209923355
