date,us_ret_with_div_usd,us_ret_without_div_usd,rf_usd,australia_ret_with_div_usd,australia_ret_without_div_usd,france_ret_with_div_usd,france_ret_without_div_usd,germany_ret_with_div_usd,germany_ret_without_div_usd,japan_ret_with_div_usd,japan_ret_without_div_usd,switzerland_ret_with_div_usd,switzerland_ret_without_div_usd,united kingdom_ret_with_div_usd,united kingdom_ret_without_div_usd
2007-06-01,-0.014747,-0.01611,0.004,-0.01933292718857893,-0.0277044116044165,0.012440981119186345,0.005663947013337056,0.013870594981715056,0.012936945872647154,0.02292464015487794,0.022475058103658352,-0.013163675574352829,-0.013443424335142007,-0.012771479162128396,-0.016097527495444908
2007-07-01,-0.03179,-0.032792,0.004,-0.04629499362579215,-0.046462560556759014,-0.06739045029272894,-0.06821451103497,-0.059693463770435495,-0.060523726567390246,-0.03999494800000003,-0.04004564200000005,-0.055183185380159094,-0.0559825420588943,-0.05801144992154261,-0.059709375195136194
2007-08-01,0.011593,0.009641,0.0042,0.05999909242854917,0.052184045577457594,-0.010543309000440537,-0.010588597950535905,0.003575363795097486,0.0030419576949947125,-0.09874240416279068,-0.09906409683720929,-0.009967302957065605,-0.010409948750210507,0.010357171291397238,0.0038834988739433474
2007-09-01,0.040822,0.039306,0.0032,0.03314702707696493,0.028769979074518393,-0.017368829325650537,-0.017551682702861116,-0.00013894804634073665,-0.00019835760225739296,-0.0020274391034481587,-0.007354996264367641,-0.00986747565781676,-0.010720668770415998,0.009716095275713377,0.008044524058808955
2007-10-01,0.02591,0.02477,0.0032,-0.028384482882836792,-0.029252004938483678,0.00471000327647042,0.004565174209443024,0.002706003659453504,0.0027021336243941985,0.019698463494185914,0.019498737897674312,0.011803603538851792,0.011784441632875398,0.030139328532133636,0.02817449652661752
2007-11-01,-0.049362,-0.051309,0.0034,-0.03225575878495712,-0.036129463891976354,-0.0580610031797999,-0.060935402265409166,-0.05362248046768381,-0.05363104566471444,-0.09650956588888882,-0.09658343511111112,-0.08046897691204224,-0.08046897691204224,-0.054417747535626115,-0.05721177478508266
2007-12-01,-0.004405,-0.006493,0.0027,0.006182547877967792,-0.003020281957907933,-0.002682027460264913,-0.00345286731121619,0.022600806730222134,0.022591816304815104,-0.02204743741573023,-0.022700406629213465,-0.009866591577422867,-0.009866591577422867,0.026543095471653455,0.025608156949258554
2008-01-01,-0.062218,-0.063321,0.0021,-0.12401110918089076,-0.12466664892032175,-0.146449280627716,-0.14672237061549442,-0.1360028205110675,-0.1375976201721213,-0.1316729182580646,-0.13173698677419354,-0.13892794446731238,-0.13900709839863523,-0.06701402830301506,-0.06839499745178157
2008-02-01,-0.021697,-0.023636,0.0013,-0.03647408343643943,-0.042644560017737976,-0.0209387128076427,-0.021033070200962012,-0.005258867284775204,-0.0053555827148179524,-0.013786650000000011,-0.014126720000000037,-0.02285738583534802,-0.026800455550038182,0.009168739506535628,0.005844816851552359
2008-03-01,-0.010444,-0.012186,0.0017,-0.04972781237859225,-0.05576655772324035,-0.06703992830502603,-0.06705668433466505,-0.07396392010882746,-0.0744343689396264,-0.12760685190909105,-0.13575427660606076,-0.10325153397691378,-0.10455154774362097,-0.03470185943622284,-0.04399019671176618
2008-04-01,0.051199,0.049876,0.0018,0.038451700091395535,0.03752866402468591,0.05367834889120249,0.04832380200584008,0.037408173426431546,0.028348220137615954,0.12937626736907237,0.1293211919340207,0.06981837291764004,0.057992881355109605,0.06354872482776575,0.056966012527049026
2008-05-01,0.023935,0.021621,0.0018,0.007027019081004893,0.003147921807838072,0.03519458835775979,0.016318873600398298,0.035292516473652835,0.01883092861235669,0.04854959908125012,0.04844913880833346,0.042609650705757174,0.03693888729662542,0.0037523648545545463,-0.0041494935588805015
2008-06-01,-0.078436,-0.080249,0.0017,-0.07828672222310995,-0.0813662559646724,-0.11202510247628839,-0.11564223405115015,-0.08233421160442111,-0.08388905888870324,-0.04028685617021277,-0.040893123744680904,-0.09527294379682649,-0.09579953541246633,-0.07376670676108621,-0.07688750129424327
2008-07-01,-0.013413,-0.014759,0.0015,-0.06241289858440746,-0.06286820261164239,-0.03241058334272462,-0.037472102364616955,-0.019872276288977586,-0.02117734536569571,-0.013120377000000016,-0.013188842000000034,0.0023744735436503905,-0.0002628143272186412,-0.045336741275945225,-0.04656517670715998
2008-08-01,0.010597,0.008608,0.0013,0.13728868380692005,0.1273746902772548,0.0813042920699294,0.0812612402311732,0.04968838268324949,0.04946253529608802,-0.00231693512087916,-0.002596623340659354,0.07920261449506749,0.07889236316755222,0.10831882127766757,0.10135024223906708
2008-09-01,-0.098172,-0.099959,0.0015,-0.023616278914054933,-0.029762815021425193,-0.055142262678496645,-0.05629034724654847,-0.04715562323839062,-0.04725880356226464,-0.15385754036170218,-0.16042204414893613,-0.0663049769708004,-0.0669309288553348,-0.07956143981166186,-0.08141463610137412
2008-10-01,-0.184833,-0.186319,0.0008,0.019964490207860175,0.018783877738573596,-0.058382079890396454,-0.05856132353821797,-0.17049232196758635,-0.17049439986024417,-0.24658477641999987,-0.24666281615999996,-0.08503595070445713,-0.09675593013108563,-0.0576677927789111,-0.059800109839995175
2008-11-01,-0.084681,-0.08742,0.0003,-0.023065203422849234,-0.03024701032316779,-0.014169760833333322,-0.01920451283474567,-0.00774127521045187,-0.007757379909604456,-0.057455749514563226,-0.05759177475728172,-0.014684788738685173,-0.014684788738685173,0.07377825593149323,0.06714386149096363
2008-12-01,0.022232,0.019166,0.0,-0.015237499912010843,-0.017981012343414426,-0.06451065261135369,-0.06596144820960692,-0.018793536604366667,-0.01884037200698674,-0.034239264727272456,-0.03528838780090893,-0.08096493271433458,-0.08132655529935007,0.06800157809985174,0.06623161192993132
2009-01-01,-0.077471,-0.078863,0.0,-0.05528615889813426,-0.055379585230233674,-0.047445983465494,-0.04805806624690445,-0.07381706319012404,-0.07690954786937498,-0.08579361513513528,-0.08587186279279291,-0.057827566616225234,-0.057827566616225234,-0.032246376327202286,-0.033038774881897326
2009-02-01,-0.100166,-0.103353,0.0001,-0.012420724214022183,-0.022642356995695057,-0.06190462563944654,-0.06198684151848077,-0.067255341355005,-0.06740366132187225,-0.017537430583333458,-0.01810912066666681,-0.06438907949255135,-0.07194015302025147,-0.05986931551990016,-0.06584830061045632
2009-03-01,0.086803,0.083548,0.0002,0.052447207342213975,0.0427552042239423,0.014093080695049665,0.013930771195831415,0.020148449291647497,0.019784681083218292,0.08917141791764704,0.07873155588235292,0.01539814138479323,0.013025906368014928,0.036493523325080934,0.031081593323288637
2009-04-01,0.109466,0.107632,0.0001,-0.012002903099077922,-0.012540678504945446,0.121967654595045,0.11407885662815365,0.14324170349268872,0.12948057508977961,0.08710039389901003,0.08700474658019797,0.1091763989799539,0.09413115261010296,0.05391896127324647,0.04947713196078052
2009-05-01,0.067787,0.065137,0.0,-0.047209329390036636,-0.04979523157732757,0.013451110490216855,-0.0035291285061777034,0.0069025599263226045,-0.01273760778688271,0.05026533346407769,0.05012442993300947,-0.004064976062243875,-0.00705317660394289,-0.0058369893174210485,-0.011485469157971107
2009-06-01,-0.003019,-0.004962,0.0001,-0.007506509002168205,-0.011279812244735066,-0.05404380239403461,-0.05975978987541042,-0.047846957487940656,-0.04886265748694174,0.029706022450961767,0.028985476344230987,-0.01601807214138551,-0.016489999780663678,-0.08216708919078741,-0.08606119147620506
2009-07-01,0.081779,0.08036,0.0001,0.07303493655423043,0.07263579813921006,0.07312453785295192,0.07164292540442796,0.07918616854870852,0.07836870523726924,0.004481880166037788,0.0044241072830188966,0.0816220598019406,0.07947348517697295,0.08644279935766885,0.08489117627073517
2009-08-01,0.03151,0.029351,0.0001,0.030114560384400635,0.02043054272189626,0.06319785931560351,0.061877500949642394,-0.013422453347819996,-0.013634810285153565,0.02612439310285697,0.025785151712380827,0.039673788700651746,0.03952699790817227,0.07078495040700439,0.06496224923632954
2009-09-01,0.045281,0.043643,0.0001,0.029547604329239308,0.025523166809348297,0.02757534763648728,0.027453032861145754,0.011538023523087526,0.011429209620322567,-0.08720090077272702,-0.0929321835454543,7.748565332521551e-05,-0.00010606717687011713,0.05510631234768115,0.05342575792905713
2009-10-01,-0.028072,-0.029326,0.0,-0.06930095245593892,-0.07035893946641647,-0.053735717077120326,-0.0537594013291951,-0.05445461830679443,-0.054468430186896954,-0.028040461801801975,-0.028117256666666757,-0.026803356244714638,-0.03580348100990716,-0.012883604806439575,-0.01388612214544771
2009-11-01,0.057075,0.054619,0.0,0.00198670522772626,-0.0027608783050561136,0.00503040213724848,0.0009174968936074279,0.02467243632908489,0.0246567155110613,-0.06945156424107124,-0.0695508824821428,-0.0100198015886942,-0.0100198015886942,-0.002818278114801953,-0.00743769212889922
2009-12-01,0.028475,0.026449,0.0001,0.055576423150360155,0.054170687850792376,0.07957594730233897,0.07782459802156527,0.07197919157064292,0.0719641415361274,0.09028484854774765,0.08933396249369374,0.05689410531252559,0.05684402584945403,0.06576368204253646,0.06458365559299883
2010-01-01,-0.037172,-0.038184,0.0,-0.06552809257488756,-0.06596803113827088,-0.011512208760199094,-0.011591328398429801,-0.02009572632952472,-0.022019804825949785,0.0021169143090911113,0.002044138672727458,-0.006511008104686078,-0.006564265025757687,-0.026371000837974834,-0.027069860622973008
2010-02-01,0.034744,0.032657,0.0,0.04807893777692196,0.041056774633735804,0.03220537802134493,0.03201221867558468,0.037231723641228065,0.03716950803011687,-0.016052392252252412,-0.016518077747747828,0.07129362531867689,0.07115448581523531,0.06872298598033,0.06349808635113297
2010-03-01,0.063668,0.061985,0.0001,0.024245881909229272,0.018035619714359408,0.07748493071599127,0.07742685715018438,0.09510439267619786,0.09477890122033927,0.1110043246700001,0.10160093706636375,0.04159699596222266,0.03337481571990186,0.10396255270974897,0.09780748884901058
2010-04-01,0.020036,0.018924,0.0001,-0.026602189448283298,-0.026927501917188512,-0.009784792231497308,-0.01149128066855476,0.015169829409331426,0.007467889530446525,0.037913964485981166,0.037857143523364334,-0.0168687508797436,-0.028795453845002705,-0.027439809397991066,-0.029603460929167658
