date,australia_ret_with_div_aud,australia_ret_without_div_aud,france_ret_with_div_eur,france_ret_without_div_eur,germany_ret_with_div_eur,germany_ret_without_div_eur,japan_ret_with_div_jpy,japan_ret_without_div_jpy,switzerland_ret_with_div_chf,switzerland_ret_without_div_chf,united kingdom_ret_with_div_gbp,united kingdom_ret_without_div_gbp,us_ret_with_div_usd,us_ret_without_div_usd,rf_usd
2012-05-01,-0.066628466,-0.072486791,-0.043373669,-0.059589594,-0.064166425,-0.079810151,-0.100344398,-0.100479259,-0.034897899,-0.039396982,-0.062313371,-0.067392772,-0.06559,-0.068005,0.0001
2012-06-01,0.0040313142,0.0015271431,0.0570067036,0.0485071695,0.015371927,0.0132545093,0.0674300735,0.0663238641,0.0256248965,0.0254131646,0.0506362311,0.0472141942,0.038151,0.036049,0.0
2012-07-01,0.0390181148,0.0385929518,0.0240243082,0.022752032,0.0477754188,0.0471688746,-0.038989336,-0.039089951,0.0464035791,0.0459532484,0.0128929655,0.0123569198,0.010307,0.009055,0.0
2012-08-01,0.0220003863,0.0118648193,0.0337067177,0.0335650166,0.0197486995,0.0197018089,-0.003146023,-0.003654869,-0.00114505,-0.001377759,0.0170558776,0.0122202211,0.026317,0.023718,0.0001
2012-09-01,0.0199094913,0.0141341046,-0.004786179,-0.008845127,0.0247957848,0.0247003448,0.0174288696,0.0077609845,0.0191927903,0.0187031028,0.0119813073,0.0107870627,0.026513,0.024564,0.0001
2012-10-01,0.0306313846,0.030008744,0.0199941388,0.0199200665,0.0164508466,0.0163134779,0.0052052507,0.0051047305,0.015160881,0.0151231311,0.011711747,0.010058917,-0.014055,-0.015502,0.0001
2012-11-01,0.0023618677,-0.004513004,0.0378180167,0.0362601137,0.0206598029,0.0205390098,0.0500403105,0.0499272396,0.0299205124,0.0299205124,0.0208561047,0.0171782472,0.006217,0.002977,0.0001
2012-12-01,0.0331742161,0.0313143454,0.0182983184,0.0161390536,0.0214265276,0.021399509,0.0922898825,0.0909510618,0.0016841249,0.0016841249,0.0105406936,0.0094792802,0.012569,0.009019,0.0001
2013-01-01,0.0511742917,0.051027612,0.0302673477,0.0297907115,0.0278308881,0.0252566478,0.0954324919,0.0953303047,0.0707193715,0.0706330594,0.0618036473,0.0611331738,0.054142,0.052937,0.0
2013-02-01,0.0523656004,0.0449637157,0.0069382537,0.0068140165,0.0031872711,0.0030890362,0.0397006159,0.039216835,0.0325179677,0.0262183586,0.0268537988,0.0231499441,0.008282,0.006079,0.0
2013-03-01,-0.020011499,-0.024938169,0.0087491031,0.0076305545,0.0045073003,0.0042014607,0.0758578169,0.065952611,0.0256353199,0.0233632646,0.0123390588,0.0102294103,0.035295,0.033526,0.0
2013-04-01,0.039709,0.0388925386,0.032838717,0.0272612786,0.0118002228,0.0016034198,0.1234464902,0.1233933146,0.0213176414,0.0030954364,0.0080246639,0.0062802381,0.014939,0.013764,0.0
2013-05-01,-0.046792538,-0.053745166,0.0401202176,0.0246151338,0.0495626264,0.0349854287,-0.025445857,-0.025540521,0.0045961454,0.0020120989,0.0255390841,0.0220695316,0.019128,0.016568,0.0
2013-06-01,-0.024947799,-0.028395131,-0.045123041,-0.050264033,-0.037854152,-0.039846061,-0.002419798,-0.003268775,-0.033454742,-0.033551109,-0.046528119,-0.049407843,-0.015072,-0.017089,0.0
2013-07-01,0.0554454726,0.0552983111,0.0697930296,0.0688190511,0.038235712,0.035548726,1.20508e-05,-7.9012e-05,0.0286813952,0.0286160694,0.0660375181,0.0654520545,0.052658,0.051223,0.0
2013-08-01,0.0260754876,0.0174446251,-0.011574122,-0.013051426,-0.010978028,-0.011199484,-0.022992053,-0.023373774,-0.009471117,-0.009846894,-0.021682676,-0.025905055,-0.02575,-0.027927,0.0
2013-09-01,0.0231207261,0.0173223735,0.0580680252,0.056943341,0.0512168005,0.0511334612,0.0892413444,0.0818176695,0.0330710525,0.0325532584,0.0114987034,0.0109932725,0.037497,0.035699,0.0
2013-10-01,0.0404959268,0.0401258177,0.0353943017,0.0353696895,0.0514043766,0.0511855634,-0.001404323,-0.001467127,0.0270263598,0.0269881852,0.0268645856,0.025698092,0.039889,0.038603,0.0
2013-11-01,-0.015311493,-0.021863489,0.003571772,0.0010551687,0.0358728643,0.0358646559,0.0518455244,0.0517576771,0.0047180341,0.0045524208,-0.007512626,-0.00999272,0.024956,0.022831,0.0
2013-12-01,0.0078059652,0.0039324972,0.0038837907,0.0013924179,0.0117261202,0.0117034258,0.035788361,0.0348515322,-0.001563437,-0.001563437,0.0177909698,0.0169999997,0.02614,0.024082,0.0
2014-01-01,-0.027723379,-0.027886934,-0.019022165,-0.019379616,-0.020748497,-0.022834508,-0.056903482,-0.056979658,0.0016451367,0.0015917733,-0.030326612,-0.030959555,-0.03002,-0.031124,0.0
2014-02-01,0.0487691144,0.0404303068,0.0610245778,0.0608642762,0.038297838,0.0381127246,-0.00638513,-0.006794616,0.034612624,0.0284862353,0.0484218744,0.0453591042,0.046198,0.043963,0.0
2014-03-01,0.0040969755,-0.000529151,0.0049106124,0.0039593854,-0.012055739,-0.012174492,0.0014375911,-0.008271797,0.005709902,0.0032438031,-0.029252699,-0.031162207,0.00454,0.002819,0.0
2014-04-01,0.0139393207,0.0135666729,0.0211401364,0.0164855843,0.0022098036,-0.002734383,-0.031820094,-0.031862471,0.0190390084,0.0046431406,0.0135149439,0.0113793363,0.001573,0.00041,0.0
2014-05-01,0.006480608,0.0006572315,0.0232159315,0.0092913656,0.0345722775,0.0178312588,0.0340657114,0.0339487434,0.0253323364,0.0186086579,0.0172436532,0.0148276634,0.020254,0.018045,0.0
2014-06-01,-0.015049567,-0.023433318,-0.017537587,-0.022402705,-0.00767009,-0.008732292,0.0514137793,0.050584608,-0.014370057,-0.014510983,-0.019409324,-0.021980855,0.027973,0.025986,0.0
2014-07-01,0.044496711,0.0443416831,-0.033129038,-0.034212802,-0.040682764,-0.041274244,0.0220037354,0.0219078388,-0.023984359,-0.024045491,-0.00982998,-0.011024632,-0.020555,-0.021849,0.0
2014-08-01,0.0076182999,0.0008550354,0.0203163806,0.0202173414,0.0052489062,0.0052177577,-0.008005579,-0.008377817,0.0303203349,0.0298755936,0.0191491796,0.0151733424,0.040205,0.038202,0.0
2014-09-01,-0.052538622,-0.05812209,8.40429e-05,-0.000977694,-0.00310107,-0.003180227,0.0421763571,0.0349433519,0.0077575795,0.0070900412,-0.025525601,-0.025905041,-0.025196,-0.026893,0.0
2014-10-01,0.0405302824,0.040156291,-0.02926495,-0.030084325,-0.018366298,-0.018392367,0.0049108417,0.0048426927,-0.00155543,-0.001591015,-0.006604958,-0.007416511,0.021164,0.019916,0.0
2014-11-01,-0.032764435,-0.039634563,0.0439627742,0.0431597421,0.0624807554,0.0624741169,0.0549576565,0.0548734437,0.0364878159,0.0362584887,0.028369946,0.0258690272,0.021104,0.018938,0.0
2014-12-01,0.0178621588,0.0155937193,-0.008756276,-0.018532609,-0.011107684,-0.011129081,0.0011082868,-0.000200741,-0.009012378,-0.009012378,-0.016022444,-0.016803162,-0.003659,-0.0058,0.0
2015-01-01,0.0319283176,0.0318524292,0.075100624,0.074599131,0.084088236,0.0819093797,0.0080289292,0.0079431147,-0.064482127,-0.06453812,0.0254704624,0.0250050365,-0.027163,-0.028233,0.0
2015-02-01,0.0667116614,0.0598382438,0.0702424867,0.070200127,0.0639673196,0.0634309135,0.0729616859,0.0725625567,0.0846376055,0.0843255168,0.0310626328,0.0292502924,0.055915,0.053599,0.0
2015-03-01,0.0010959559,-0.004638006,0.0141338998,0.0129552348,0.0428052802,0.0426704215,0.0223039115,0.0139451416,0.0188984704,0.0110832708,-0.019126953,-0.021607445,-0.010397,-0.012211,0.0
2015-04-01,-0.014777145,-0.015119101,0.0106485607,0.0060949367,-0.033082828,-0.036615071,0.0289534425,0.0289132819,0.0078272851,-0.006479533,0.028613424,0.0269264061,0.008766,0.007618,0.0
2015-05-01,0.0049407218,-0.005220883,0.0085134906,-0.003116138,0.0017524317,-0.013917656,0.0483630615,0.048266334,0.0169711156,0.0112988209,0.0064338459,0.004001695,0.010277,0.008115,0.0
2015-06-01,-0.052270461,-0.05423459,-0.041397825,-0.046533975,-0.035879942,-0.036913214,-0.021261034,-0.022209163,-0.046427799,-0.047016231,-0.051500921,-0.052376022,-0.019231,-0.021171,0.0
2015-07-01,0.0418245864,0.0417510074,0.0579901411,0.0572994802,0.0338189469,0.0335708594,0.0209432131,0.0208592819,0.0676018651,0.0672570508,0.0221418421,0.0217529134,0.012108,0.010895,0.0
2015-08-01,-0.073274283,-0.081147259,-0.077819506,-0.077908504,-0.076055787,-0.076483691,-0.073532838,-0.073860817,-0.056311459,-0.056541911,-0.055389679,-0.058826873,-0.059926,-0.061993,0.0
2015-09-01,-0.026904993,-0.032887012,-0.037350113,-0.038309761,-0.046511213,-0.046629468,-0.071491121,-0.078302034,-0.031589733,-0.032451898,-0.018665501,-0.018884945,-0.033756,-0.035693,0.0
2015-10-01,0.0438670291,0.0430311959,0.0857823296,0.0850004357,0.1070549616,0.1068256788,0.0998356502,0.0997693126,0.0501164263,0.0500757017,0.0408579996,0.0394195334,0.073937,0.072542,0.0
2015-11-01,-0.005523451,-0.01182354,0.0097610801,0.0086289158,0.0374486836,0.0374434548,0.0178958119,0.0178157182,0.005599291,0.005599291,0.006155549,0.0048321431,0.002404,0.000136,0.0
2015-12-01,0.0286098477,0.0262597077,-0.041097236,-0.044676259,-0.041589716,-0.04164918,-0.017841775,-0.019177016,-0.016979515,-0.016979515,-0.012619951,-0.013198182,-0.022209,-0.024447,0.0001
2016-01-01,-0.052786724,-0.052863792,-0.039607153,-0.039802424,-0.076690372,-0.078700569,-0.066604643,-0.066691029,-0.04501946,-0.045067347,-0.030552065,-0.031178981,-0.057085,-0.058253,0.0001
2016-02-01,-0.019798626,-0.028012171,-0.015645602,-0.016797617,-0.024340137,-0.025170345,-0.086894014,-0.0873134,-0.035448233,-0.041517223,0.0003197579,-0.001862114,0.00062,-0.001802,0.0002
2016-03-01,0.0473155651,0.0410430748,0.0116618203,0.0103047169,0.0439047695,0.0438283277,0.0482186371,0.0386394084,0.001320245,-0.000766385,0.0128151218,0.0103601895,0.070491,0.068122,0.0002
2016-04-01,0.0305603183,0.0300963325,0.0147004024,0.009974062,0.0033573117,-0.001234336,-0.006295885,-0.006344818,0.0258965085,0.0105039663,0.0068750572,0.0048069917,0.011718,0.010483,0.0001
2016-05-01,0.0296271509,0.0233390921,0.0288913889,0.013852441,0.0232202048,0.0068515591,0.0295095248,0.0292841259,0.0296903741,0.0259310425,0.0089631569,0.0065988878,0.01434,0.011925,0.0001
2016-06-01,-0.021652759,-0.024051302,-0.051593239,-0.056914049,-0.05302308,-0.055151167,-0.089899921,-0.09123566,-0.017638906,-0.017780173,0.0096642056,0.0084316442,0.002947,0.000875,0.0002
2016-07-01,0.0624947991,0.0623891339,0.0458784532,0.0450013897,0.0628813798,0.0621733331,0.0581570067,0.0580380153,0.0236336321,0.0221413689,0.0398607762,0.039115587,0.038815,0.037567,0.0002
2016-08-01,-0.013593817,-0.020846882,0.0034829621,0.0033959707,0.0176563945,0.017491176,-0.000382073,-0.00081806,0.0142488133,0.0138943084,0.0209399908,0.0152491322,0.0028,0.000463,0.0002
2016-09-01,0.0040344627,-0.000768342,0.003263488,0.0022701448,-0.000194065,-0.001661367,0.0057533899,-0.002414652,-0.00228562,-0.003049874,0.0095802937,0.0087897075,0.003013,0.001235,0.0002
2016-10-01,-0.02084829,-0.02138094,0.0148180127,0.0134152298,0.0043133192,0.0040877294,0.0492561418,0.0491796079,-0.029105904,-0.029144175,-0.000298979,-0.002185602,-0.021544,-0.022789,0.0002
2016-11-01,0.0239748419,0.0175888596,0.0076923555,0.0065382906,-0.007398171,-0.007426236,0.0493347459,0.0492327534,0.0127990142,0.0127990142,-0.023987582,-0.026417472,0.040488,0.03804,0.0001
2016-12-01,0.0405257819,0.0380303779,0.061640158,0.0597572822,0.0691789496,0.0691581978,0.0362026396,0.0347754026,0.0371820199,0.0371820199,0.0498984993,0.0481795593,0.018763,0.016625,0.0003
2017-01-01,-0.007567022,-0.00763239,-0.012041115,-0.012212098,0.0107209771,0.0106274103,0.0010248384,0.0008019464,0.0106343851,0.0105943693,-0.001758491,-0.002282854,0.022153,0.02113,0.0004
2017-02-01,0.0229110423,0.0173745863,0.0164092615,0.016039615,0.0248959929,0.0222636631,0.0094864577,0.0087989266,0.0297936836,0.0297295106,0.0331107694,0.0274597652,0.032598,0.030496,0.0004
2017-03-01,0.0320415318,0.0247540407,0.0559041869,0.0546210339,0.0347520183,0.0325681394,-0.004070829,-0.013350814,0.0282167086,0.018320564,0.0130450775,0.0120661693,0.002062,0.000191,0.0003
2017-04-01,0.0064253654,0.0059649687,0.0396537623,0.0361004316,0.0146778201,0.0131499254,0.0116622852,0.0116113019,0.0376701798,0.0260066462,0.0014094086,-0.001281378,0.009655,0.008535,0.0005
2017-05-01,-0.027678509,-0.033331235,0.0330876263,0.0188526193,0.0216197309,0.0080550004,0.024291426,0.0241681132,0.0243314173,0.0182637465,0.0454533416,0.0400755916,0.009335,0.006983,0.0006
2017-06-01,0.0014257574,-0.00085282,-0.020155528,-0.024244227,-0.022858554,-0.025479777,0.0264611982,0.0252525947,0.0041407603,0.0033930681,-0.028562042,-0.030744245,0.009571,0.00769,0.0006
2017-07-01,0.0039420006,0.0037973696,-0.007294038,-0.008060854,-0.003611465,-0.007437645,0.0040787571,0.00395756,0.0161736564,0.0160989814,0.0099461172,0.0092708817,0.020277,0.018893,0.0007
2017-08-01,0.0062950508,-0.000941635,0.0056730909,0.0055965561,-0.000563863,-0.000720812,0.0006028803,0.0002066883,-0.014114665,-0.014386118,0.0134447122,0.0075741901,0.0016,-0.000638,0.0009
2017-09-01,0.0001992167,-0.005568312,0.044237574,0.0433680628,0.058303224,0.0581979616,0.0406784875,0.0328135309,0.0298744645,0.0291401237,-0.003561924,-0.004772126,0.023729,0.022122,0.0009
2017-10-01,0.0400513995,0.0397155319,0.0276943206,0.0272194783,0.0284630396,0.0284630396,0.051540821,0.0514709342,0.0187208394,0.0186807814,0.0155424196,0.0141147124,0.019275,0.01819,0.0009
2017-11-01,0.0196134621,0.0134083718,-0.015544217,-0.016285537,-0.011314099,-0.01148694,0.0174093251,0.0173198173,-0.00084753,-0.00084753,-0.018920542,-0.021526652,0.027231,0.024905,0.0008
2017-12-01,0.0190124988,0.0167914114,-0.003298416,-0.005089277,-0.000466144,-0.000481986,0.0142781742,0.0127129309,0.0059847313,0.0059847313,0.043934198,0.0431952097,0.012122,0.010264,0.0009
2018-01-01,-0.003279204,-0.003360814,0.0293329228,0.0291968336,0.0209662768,0.0209213139,0.0125899942,0.012481133,0.0090159168,0.0090159168,-0.019754553,-0.020276835,0.050577,0.049625,0.0012
2018-02-01,-0.001114432,-0.007735367,-0.029803044,-0.030132588,-0.044990088,-0.047194078,-0.035721621,-0.036130095,-0.044631831,-0.044679476,-0.029582605,-0.034041329,-0.039455,-0.041323,0.0011
2018-03-01,-0.035874983,-0.040753538,-0.012922011,-0.014106815,-0.022619907,-0.022757769,-0.017440611,-0.02678473,-0.012474719,-0.01991091,-0.018913094,-0.021462425,-0.018421,-0.020288,0.0011
2018-04-01,0.0341256183,0.0336542704,0.0642454393,0.0600659132,0.0364592273,0.0296934562,0.0336176938,0.0335658151,0.034223844,0.0203695394,0.0595139006,0.0568482131,0.004679,0.00357,0.0014
2018-05-01,0.0141562269,0.0066610973,0.0040705351,-0.012390465,0.002778352,-0.012893854,-0.01605861,-0.016161555,-0.032841226,-0.038067586,0.0237113933,0.0190404112,0.026146,0.023849,0.0014
2018-06-01,0.0289951617,0.0266794485,-0.023154796,-0.027264954,-0.032482891,-0.033398709,-0.007032351,-0.008257234,0.022788549,0.0226001315,-0.001965577,-0.002831833,0.005359,0.003576,0.0014
2018-07-01,0.0136355463,0.0135331339,0.0245285198,0.0240517585,0.0376305202,0.0373102399,0.0107270831,0.0106071068,0.0457677706,0.0455811748,0.0134833035,0.0129734925,0.031573,0.030436,0.0016
2018-08-01,0.0190698702,0.009914579,-0.005709032,-0.00573714,-0.019908198,-0.020027495,-0.009333034,-0.009734504,-0.015806146,-0.016391613,-0.028727129,-0.035812183,0.030233,0.027765,0.0016
2018-09-01,-0.012200864,-0.017788328,0.0097787502,0.0089074836,-0.019035546,-0.01903668,0.053601723,0.0454606637,0.0033496512,0.0025802081,0.0055922765,0.0047002282,0.000425,-0.001212,0.0015
2018-10-01,-0.06355423,-0.064488944,-0.07083111,-0.071275669,-0.061737814,-0.061798255,-0.091805965,-0.091894986,-0.02315617,-0.023200965,-0.053768726,-0.056427818,-0.074045,-0.075113,0.0019
2018-11-01,-0.022037385,-0.035774157,-0.019239061,-0.019806166,-0.022093028,-0.022296396,0.0264864606,0.0263822323,-0.008265446,-0.008265446,-0.016777592,-0.020609561,0.018512,0.016171,0.0018
2018-12-01,-0.005473529,-0.007910364,-0.016956415,-0.019120178,-0.033753441,-0.033774098,-0.100870969,-0.102516444,-0.047120011,-0.047120011,-0.042047218,-0.043578283,-0.08989,-0.092124,0.002
2019-01-01,0.0372877726,0.0344401028,0.0531550905,0.0526610363,0.0604472522,0.0583104957,0.0472088629,0.0470677331,0.069886862,0.0697805657,0.0457887963,0.0447753766,0.088294,0.087067,0.0021
2019-02-01,0.0544284845,0.0459885361,0.0366911192,0.0366599505,0.0217010336,0.0204588816,0.0273285395,0.0268227868,0.0406929253,0.0406929253,0.0268920393,0.0205260901,0.032724,0.030666,0.0018
2019-03-01,0.000830556,-0.003983675,0.0095297975,0.0079553162,0.0017342014,-0.000465216,0.0009266095,-0.009632715,0.0139805595,0.0072446172,0.028515386,0.023778066,0.012962,0.01114,0.0019
2019-04-01,0.0240379434,0.0236616756,0.0484919428,0.043506372,0.0664669705,0.0630105817,0.01759619,0.0175263603,0.0432220164,0.0304401857,0.0243486898,0.0181464052,0.037893,0.0367,0.0021
2019-05-01,0.0189474057,0.0124835274,-0.046496196,-0.062064769,-0.051839658,-0.069854622,-0.061149368,-0.06127341,-0.020761017,-0.027940784,-0.030318499,-0.03558228,-0.061679,-0.063898,0.0021
2019-06-01,0.0342691335,0.0319804834,0.0553629971,0.0514127304,0.0454035528,0.0440261234,0.0251832773,0.0236157175,0.0316889607,0.0314590788,0.0317252322,0.0288670933,0.067279,0.065283,0.0018
2019-07-01,0.031367704,0.0312280222,-0.001773657,-0.003660049,-0.012778037,-0.013071948,0.0111312872,0.0109878904,0.0082770747,0.0082271169,0.0189141092,0.0177116943,0.011854,0.010702,0.0019
2019-08-01,-0.020686716,-0.027319078,-0.004870703,-0.004892238,-0.012521966,-0.012676749,-0.031469185,-0.031957817,-0.002882507,-0.003196831,-0.034319962,-0.043100134,-0.020339,-0.022372,0.0016
2019-09-01,0.0215515484,0.0151827239,0.0284071774,0.0274530538,0.0313208027,0.0310562456,0.0572059717,0.0475616221,0.0080500996,0.0072594062,0.0311525882,0.0299117509,0.016033,0.014169,0.0018
2019-10-01,-0.005102633,-0.005749973,0.0218189147,0.0217958681,0.0405585939,0.0405585939,0.0484153215,0.0483232945,0.0057004952,0.0056199632,-0.010083262,-0.013106298,0.019257,0.018086,0.0016
2019-11-01,0.0257450552,0.0208324974,0.0307984429,0.0300025454,0.0325920453,0.0325520537,0.0208499954,0.0207392942,0.0240775982,0.0240775982,0.0228168505,0.0180661341,0.034999,0.032986,0.0012
2019-12-01,-0.019815444,-0.021852089,0.0140353224,0.0105306357,0.0071190002,0.0069454415,0.0129828481,0.011346305,0.0117691418,0.0117691418,0.0349156881,0.0334416289,0.028489,0.026242,0.0014
2020-01-01,0.0465505348,0.0465117842,-0.018001045,-0.018383087,-0.012746139,-0.012746421,-0.020613737,-0.020743426,-0.00010332,-0.000194425,-0.028942905,-0.03009021,-0.001728,-0.002849,0.0013
2020-02-01,-0.079811701,-0.085033033,-0.073294574,-0.073310726,-0.079369839,-0.08189209,-0.100247036,-0.100842189,-0.074188735,-0.074188735,-0.090159917,-0.093868821,-0.077918,-0.079868,0.0012
2020-03-01,-0.215960718,-0.221394264,-0.160262065,-0.161932314,-0.147105584,-0.147164373,-0.059557587,-0.070388983,-0.067627017,-0.075778516,-0.149746473,-0.152461983,-0.141733,-0.143685,0.0013
2020-04-01,0.0973079976,0.0971432974,0.0515450568,0.0504427511,0.1011924505,0.0979444162,0.0438194265,0.0437393702,0.0454977587,0.0316874063,0.0497895242,0.0472617019,0.129674,0.128408,0.0
2020-05-01,0.0495007412,0.0482855141,0.0417052443,0.0366684144,0.0677480459,0.0589206956,0.0687891709,0.0686159624,0.0319058928,0.0277228152,0.0310442965,0.0278673522,0.053739,0.051688,0.0001
2020-06-01,0.0236463842,0.0218205013,0.0419419587,0.0390186373,0.0381444702,0.0327684097,-0.000315941,-0.001605237,0.0195302135,0.0194608529,0.0135153426,0.0122797226,0.025299,0.023522,0.0001
2020-07-01,0.0100602469,0.0099269184,-0.023388756,-0.027930478,-0.003107764,-0.005076044,-0.037738118,-0.037886471,0.0041640617,0.0032502179,-0.034777347,-0.036863413,0.055531,0.054411,0.0001
2020-08-01,0.0384613693,0.0324360355,0.0340964503,0.0340859475,0.0492113421,0.0475428275,0.0785672848,0.0780835082,0.0243149715,0.0239798745,0.0223986844,0.0161329769,0.068442,0.066798,0.0001
2020-09-01,-0.033267007,-0.037146789,-0.019073645,-0.020521973,-0.009245313,-0.015064743,0.0164542594,0.008518475,0.003823377,0.0030366576,-0.013661643,-0.014318639,-0.035056,-0.036515,0.0001
2020-10-01,0.0213485091,0.0196692901,-0.032995353,-0.033001062,-0.079831065,-0.08076639,-0.027026051,-0.027096785,-0.053194758,-0.053223891,-0.03520839,-0.037024599,-0.020178,-0.021218,0.0001
2020-11-01,0.1000668459,0.0976932083,0.1773091721,0.1771280218,0.1334196631,0.1327500246,0.1049158296,0.1048055792,0.0900253364,0.0889047958,0.1230211617,0.1201440966,0.123707,0.122019,0.0001
2020-12-01,0.0176743454,0.0162010784,0.0162090742,0.0146020462,0.0406909169,0.0402292548,0.0304422877,0.0289821164,0.0227596597,0.0224790791,0.037437017,0.0354769186,0.045048,0.043244,0.0001
2021-01-01,0.0065196216,0.0064526457,-0.026984218,-0.027899623,0.0001030943,0.0001027973,0.0029857014,0.0028609928,-0.00906942,-0.009146961,-0.00634036,-0.006907772,-0.000631,-0.001611,0.0001
2021-02-01,0.0136415056,0.0092500697,0.0515987849,0.0515973837,0.0212078998,0.018672856,0.0293546529,0.0289055052,-0.000343274,-0.000343274,0.0167710259,0.0109003537,0.029196,0.027888,0.0
2021-03-01,0.0210357357,0.0137086818,0.0609247059,0.0598841433,0.0726997082,0.0725930065,0.053484292,0.0438253543,0.0684635136,0.0599401924,0.0485907873,0.0429337046,0.030573,0.029086,0.0
2021-04-01,0.0370621572,0.0367874563,0.04988986,0.0463487723,0.0144718142,0.0076355046,-0.027183287,-0.027242001,0.0162979608,0.0040064035,0.0429511598,0.0394711221,0.04819,0.047301,0.0
2021-05-01,0.0225599202,0.0188358431,0.0351654416,0.0250511112,0.0252708903,0.0160113657,0.0114083653,0.0111089237,0.0329033828,0.0294182256,0.0131379623,0.0102123327,0.007092,0.005786,0.0
2021-06-01,0.0246455063,0.0192950568,0.0143711143,0.0115346179,0.0158698339,0.0145853769,0.0149710508,0.0137048168,0.0375060155,0.0371911506,-0.000629589,-0.00261268,0.023422,0.022021,0.0
2021-07-01,0.0092338308,0.0090551949,0.0150330919,0.0142385708,0.006669698,0.0056033821,-0.023126299,-0.023254736,0.0203923318,0.0202670816,0.0080699478,0.0058508701,0.011828,0.010952,0.0
2021-08-01,0.0271195411,0.022316404,0.0038871981,0.003831892,0.0230231136,0.0229937765,0.0314162248,0.0310017482,0.0229005346,0.0226667623,0.0220361071,0.0128801324,0.027146,0.025841,0.0
2021-09-01,-0.013223593,-0.022524516,-0.027417899,-0.02884885,-0.034911892,-0.036020721,0.0422383115,0.0323338853,-0.056196687,-0.056865346,-0.015858545,-0.017769511,-0.042243,-0.043531,0.0
2021-10-01,0.0036766867,0.003314123,0.0590238583,0.0589812104,0.0189986442,0.018926823,-0.01327753,-0.013337749,0.0355999411,0.0355674703,0.0118294925,0.0109805268,0.064651,0.06376,0.0
2021-11-01,-0.005028431,-0.00946284,-0.002693088,-0.004142852,-0.029715356,-0.029940372,-0.036448564,-0.036549703,-0.009939529,-0.009939529,-0.017802087,-0.020334651,-0.01835,-0.019707,0.0
2021-12-01,0.0277035247,0.0259812749,0.0451361994,0.0446486207,0.0384607366,0.0311039502,0.0303598223,0.0287976023,0.0599461087,0.0599461087,0.0414507347,0.0387244832,0.033341,0.031573,0.0001
2022-01-01,-0.063848251,-0.063893136,-0.037670674,-0.03839682,-0.034907932,-0.034907932,-0.050702026,-0.050832523,-0.059417806,-0.059497925,-0.005734999,-0.006378848,-0.059822,-0.060568,0.0
2022-02-01,0.0160966135,0.005965354,-0.04840178,-0.048582602,-0.058369228,-0.060637912,-0.005299245,-0.005779937,-0.018223405,-0.018223405,-0.008980596,-0.012314665,-0.021838,-0.023121,0.0
2022-03-01,0.0707801487,0.0659659855,0.0049042189,0.0041002905,-0.011743487,-0.011899938,0.0429493096,0.0312497601,0.0192671826,0.0120353806,0.0148725282,0.0078150551,0.030506,0.02894,0.0001
2022-04-01,-0.003000624,-0.003218504,-0.017848678,-0.023315303,-0.019303126,-0.02300009,-0.02240085,-0.022460091,0.0041701918,-0.006826441,0.0002329202,-0.003737629,-0.089387,-0.090295,0.0001
2022-05-01,-0.035380253,-0.050602806,-0.004684676,-0.018129823,0.0180197896,-0.006801041,0.0036338085,0.0034985175,-0.036157829,-0.040145574,0.0031744343,-0.001091816,-0.002113,-0.00374,0.0003
2022-06-01,-0.093968854,-0.095509251,-0.069118437,-0.071592694,-0.119362084,-0.120559962,-0.01674661,-0.018272881,-0.077996982,-0.078308867,-0.054123036,-0.056636146,-0.083998,-0.085822,0.0006
2022-07-01,0.065237082,0.0645119889,0.1045239409,0.1031890402,0.0541209187,0.0533931925,0.0387187151,0.0385704688,0.0492834216,0.0491925638,0.0406470397,0.0314397605,0.090351,0.089287,0.0008
2022-08-01,0.0144597647,0.0094482059,-0.047519746,-0.047565756,-0.055743628,-0.056077085,0.0120884062,0.0116427352,-0.031235439,-0.031490364,-0.022376476,-0.031211137,-0.036233,-0.037918,0.0019
2022-09-01,-0.0621261,-0.074124918,-0.061897267,-0.06280764,-0.083192621,-0.083632676,-0.052905659,-0.061997787,-0.071322266,-0.072495858,-0.061669932,-0.063394987,-0.091323,-0.09303,0.0019
2022-10-01,0.0533334326,0.0526949379,0.0690830222,0.0690588832,0.0774605154,0.0774225852,0.0496885863,0.0496223583,0.0437916913,0.0437612433,0.0303679925,0.0292141429,0.077394,0.076265,0.0023
2022-11-01,0.0649128401,0.0606354537,0.0834132355,0.0827846563,0.0865760035,0.0865525739,0.0250331562,0.0249135504,0.0441750829,0.0441750829,0.0692789768,0.0656692443,0.052354,0.050479,0.0029
2022-12-01,-0.033314732,-0.035193115,-0.037805687,-0.040527365,-0.035296575,-0.038484093,-0.045842309,-0.04759969,-0.030856476,-0.030926114,-0.01488529,-0.016337279,-0.057119,-0.059152,0.0033
2023-01-01,0.0624717256,0.0622718437,0.0988833975,0.097851625,0.0955616021,0.0955616021,0.0405639435,0.0404120101,0.0588506733,0.0587630933,0.0429881472,0.0423456953,0.071823,0.070884,0.0035
2023-02-01,-0.024654232,-0.029804234,0.0157497952,0.0155358633,0.0147002859,0.0118441789,0.0096008024,0.0090826886,-0.01491037,-0.01491037,0.0200164146,0.0159161344,-0.024666,-0.026252,0.0034
