date,country,currency,mportret,mportretx
2013-01-31,SWITZERLAND,CHF,0.0707193715,0.0706330594
2013-02-28,SWITZERLAND,CHF,0.0325179677,0.0262183586
2013-03-28,SWITZERLAND,CHF,0.0256353199,0.0233632646
2013-04-30,SWITZERLAND,CHF,0.0213176414,0.0030954364
2013-05-31,SWITZERLAND,CHF,0.0045961454,0.0020120989
2013-06-28,SWITZERLAND,CHF,-0.033454742,-0.033551109
2013-07-31,SWITZERLAND,CHF,0.0286813952,0.0286160694
2013-08-30,SWITZERLAND,CHF,-0.009471117,-0.009846894
2013-09-30,SWITZERLAND,CHF,0.0330710525,0.0325532584
2013-10-31,SWITZERLAND,CHF,0.0270263598,0.0269881852
2013-11-29,SWITZERLAND,CHF,0.0047180341,0.0045524208
2013-12-30,SWITZERLAND,CHF,-0.001563437,-0.001563437
2014-01-31,SWITZERLAND,CHF,0.0016451367,0.0015917733
2014-02-28,SWITZERLAND,CHF,0.034612624,0.0284862353
2014-03-31,SWITZERLAND,CHF,0.005709902,0.0032438031
2014-04-30,SWITZERLAND,CHF,0.0190390084,0.0046431406
2014-05-30,SWITZERLAND,CHF,0.0253323364,0.0186086579
2014-06-30,SWITZERLAND,CHF,-0.014370057,-0.014510983
2014-07-31,SWITZERLAND,CHF,-0.023984359,-0.024045491
2014-08-29,SWITZERLAND,CHF,0.0303203349,0.0298755936
2014-09-30,SWITZERLAND,CHF,0.0077575795,0.0070900412
2014-10-31,SWITZERLAND,CHF,-0.00155543,-0.001591015
2014-11-28,SWITZERLAND,CHF,0.0364878159,0.0362584887
2014-12-30,SWITZERLAND,CHF,-0.009012378,-0.009012378
2015-01-30,SWITZERLAND,CHF,-0.064482127,-0.06453812
2015-02-27,SWITZERLAND,CHF,0.0846376055,0.0843255168
2015-03-31,SWITZERLAND,CHF,0.0188984704,0.0110832708
2015-04-30,SWITZERLAND,CHF,0.0078272851,-0.006479533
2015-05-29,SWITZERLAND,CHF,0.0169711156,0.0112988209
2015-06-30,SWITZERLAND,CHF,-0.046427799,-0.047016231
2015-07-31,SWITZERLAND,CHF,0.0676018651,0.0672570508
2015-08-31,SWITZERLAND,CHF,-0.056311459,-0.056541911
2015-09-30,SWITZERLAND,CHF,-0.031589733,-0.032451898
2015-10-30,SWITZERLAND,CHF,0.0501164263,0.0500757017
2015-11-30,SWITZERLAND,CHF,0.005599291,0.005599291
2015-12-30,SWITZERLAND,CHF,-0.016979515,-0.016979515
2016-01-29,SWITZERLAND,CHF,-0.04501946,-0.045067347
2016-02-29,SWITZERLAND,CHF,-0.035448233,-0.041517223
2016-03-31,SWITZERLAND,CHF,0.001320245,-0.000766385
2016-04-29,SWITZERLAND,CHF,0.0258965085,0.0105039663
2016-05-31,SWITZERLAND,CHF,0.0296903741,0.0259310425
2016-06-30,SWITZERLAND,CHF,-0.017638906,-0.017780173
2016-07-29,SWITZERLAND,CHF,0.0236336321,0.0221413689
2016-08-31,SWITZERLAND,CHF,0.0142488133,0.0138943084
2016-09-30,SWITZERLAND,CHF,-0.00228562,-0.003049874
2016-10-31,SWITZERLAND,CHF,-0.029105904,-0.029144175
2016-11-30,SWITZERLAND,CHF,0.0127990142,0.0127990142
2016-12-30,SWITZERLAND,CHF,0.0371820199,0.0371820199
2017-01-31,SWITZERLAND,CHF,0.0106343851,0.0105943693
2017-02-28,SWITZERLAND,CHF,0.0297936836,0.0297295106
2017-03-31,SWITZERLAND,CHF,0.0282167086,0.018320564
2017-04-28,SWITZERLAND,CHF,0.0376701798,0.0260066462
2017-05-31,SWITZERLAND,CHF,0.0243314173,0.0182637465
2017-06-30,SWITZERLAND,CHF,0.0041407603,0.0033930681
2017-07-31,SWITZERLAND,CHF,0.0161736564,0.0160989814
2017-08-31,SWITZERLAND,CHF,-0.014114665,-0.014386118
2017-09-29,SWITZERLAND,CHF,0.0298744645,0.0291401237
2017-10-30,SWITZERLAND,CHF,0.0187208394,0.0186807814
2017-11-30,SWITZERLAND,CHF,-0.00084753,-0.00084753
2017-12-29,SWITZERLAND,CHF,0.0059847313,0.0059847313
2018-01-31,SWITZERLAND,CHF,0.0090159168,0.0090159168
2018-02-28,SWITZERLAND,CHF,-0.044631831,-0.044679476
2018-03-29,SWITZERLAND,CHF,-0.012474719,-0.01991091
2018-04-30,SWITZERLAND,CHF,0.034223844,0.0203695394
2018-05-31,SWITZERLAND,CHF,-0.032841226,-0.038067586
2018-06-29,SWITZERLAND,CHF,0.022788549,0.0226001315
2018-07-31,SWITZERLAND,CHF,0.0457677706,0.0455811748
2018-08-31,SWITZERLAND,CHF,-0.015806146,-0.016391613
2018-09-28,SWITZERLAND,CHF,0.0033496512,0.0025802081
2018-10-31,SWITZERLAND,CHF,-0.02315617,-0.023200965
2018-11-30,SWITZERLAND,CHF,-0.008265446,-0.008265446
2018-12-28,SWITZERLAND,CHF,-0.047120011,-0.047120011
2019-01-31,SWITZERLAND,CHF,0.069886862,0.0697805657
2019-02-28,SWITZERLAND,CHF,0.0406929253,0.0406929253
2019-03-29,SWITZERLAND,CHF,0.0139805595,0.0072446172
2019-04-30,SWITZERLAND,CHF,0.0432220164,0.0304401857
2019-05-31,SWITZERLAND,CHF,-0.020761017,-0.027940784
2019-06-28,SWITZERLAND,CHF,0.0316889607,0.0314590788
2019-07-31,SWITZERLAND,CHF,0.0082770747,0.0082271169
2019-08-30,SWITZERLAND,CHF,-0.002882507,-0.003196831
2019-09-30,SWITZERLAND,CHF,0.0080500996,0.0072594062
2019-10-31,SWITZERLAND,CHF,0.0057004952,0.0056199632
2019-11-29,SWITZERLAND,CHF,0.0240775982,0.0240775982
2019-12-30,SWITZERLAND,CHF,0.0117691418,0.0117691418
2020-01-31,SWITZERLAND,CHF,-0.00010332,-0.000194425
2020-02-28,SWITZERLAND,CHF,-0.074188735,-0.074188735
2020-03-31,SWITZERLAND,CHF,-0.067627017,-0.075778516
2020-04-30,SWITZERLAND,CHF,0.0454977587,0.0316874063
2020-05-29,SWITZERLAND,CHF,0.0319058928,0.0277228152
2020-06-30,SWITZERLAND,CHF,0.0195302135,0.0194608529
2020-07-31,SWITZERLAND,CHF,0.0041640617,0.0032502179
2020-08-31,SWITZERLAND,CHF,0.0243149715,0.0239798745
2020-09-30,SWITZERLAND,CHF,0.003823377,0.0030366576
2020-10-30,SWITZERLAND,CHF,-0.053194758,-0.053223891
2020-11-30,SWITZERLAND,CHF,0.0900253364,0.0889047958
2020-12-30,SWITZERLAND,CHF,0.0227596597,0.0224790791
2021-01-29,SWITZERLAND,CHF,-0.00906942,-0.009146961
2021-02-26,SWITZERLAND,CHF,-0.000343274,-0.000343274
2021-03-31,SWITZERLAND,CHF,0.0684635136,0.0599401924
2021-04-30,SWITZERLAND,CHF,0.0162979608,0.0040064035
2021-05-31,SWITZERLAND,CHF,0.0329033828,0.0294182256
2021-06-30,SWITZERLAND,CHF,0.0375060155,0.0371911506
2021-07-30,SWITZERLAND,CHF,0.0203923318,0.0202670816
2021-08-31,SWITZERLAND,CHF,0.0229005346,0.0226667623
2021-09-30,SWITZERLAND,CHF,-0.056196687,-0.056865346
2021-10-29,SWITZERLAND,CHF,0.0355999411,0.0355674703
2021-11-30,SWITZERLAND,CHF,-0.009939529,-0.009939529
2021-12-30,SWITZERLAND,CHF,0.0599461087,0.0599461087
2022-01-31,SWITZERLAND,CHF,-0.059417806,-0.059497925
2022-02-28,SWITZERLAND,CHF,-0.018223405,-0.018223405
2022-03-31,SWITZERLAND,CHF,0.0192671826,0.0120353806
2022-04-29,SWITZERLAND,CHF,0.0041701918,-0.006826441
2022-05-31,SWITZERLAND,CHF,-0.036157829,-0.040145574
2022-06-30,SWITZERLAND,CHF,-0.077996982,-0.078308867
2022-07-29,SWITZERLAND,CHF,0.0492834216,0.0491925638
2022-08-31,SWITZERLAND,CHF,-0.031235439,-0.031490364
2022-09-30,SWITZERLAND,CHF,-0.071322266,-0.072495858
