date,DIV_return
2021-08-01,0.010743977227486849
2021-09-01,0.026253675112973815
2021-10-01,-0.018189747655051117
2021-11-01,0.028440269957309947
2021-12-01,-0.013167823625817683
2022-01-01,0.044490641300500525
2022-02-01,-0.04082398107342983
2022-03-01,-0.014842531549372047
2022-04-01,0.03130483754012447
2022-05-01,-0.010984994569837297
2022-06-01,0.0018939865376511695
2022-07-01,-0.05758106256239385
2022-08-01,0.07814816278050707
2022-09-01,-0.005667343545880383
2022-10-01,-0.05040060038693141
2022-11-01,0.07656187015197269
2022-12-01,0.08490776624789367
2023-01-01,-0.01384115468196773
2023-02-01,0.08689137051884577
2023-03-01,0.02156638764566401
2023-04-01,0.029045198835905783
2023-05-01,0.0452740541947278
2023-06-01,0.002132322139886881
2023-07-01,0.05214056372745893
