date,australia_hedged_return_usd,france_hedged_return_usd,germany_hedged_return_usd,japan_hedged_return_usd,switzerland_hedged_return_usd,uk_hedged_return_usd
2002-06-01,-0.03203039506220458,-0.04716043237745621,-0.044748415202210706,0.05427809567721503,0.00925237179428029,-0.03568750325599385
2002-07-01,-0.05739333861351634,-0.10186208246470041,-0.08926373871352361,-0.07074540209876545,-0.07938763694471816,-0.11229977133012058
2002-08-01,-0.06773804181274831,-0.11812724764479114,-0.12287699772571724,-0.04003047251764685,-0.12209166424359086,-0.11058825999408915
2002-09-01,-0.016412915832809936,-0.02093738056277933,-0.019208295329981126,-0.0075120140714284925,0.015694798309829828,-0.020160801779379376
2002-10-01,-0.07174547690539781,-0.16421864096623062,-0.2205530932656392,-0.0038701400843371564,-0.07799341295238081,-0.13682434863136905
2002-11-01,-0.0203180711604143,0.09674689953269805,0.08986872787567624,-0.04545112056790109,0.04185633460587148,0.05247330553399032
2002-12-01,-0.0401268262462142,0.029120041216883677,0.010255917771782183,0.04701087759999991,0.04651186258261056,0.006154371428629783
2003-01-01,-0.0469633060650783,-0.08448991271198734,-0.11734574682028624,-0.04213735497560936,-0.08201782688093516,-0.07955617204501046
2003-02-01,-0.05042981694081329,-0.05735196578178212,-0.04973318774233562,-0.013896151999999877,-0.04297256457557118,-0.11466019821459045
2003-03-01,-0.08890876217511764,-0.0666321483235049,-0.06730249636161331,0.008851946000000133,-0.04491506365784816,0.0027500235240065316
2003-04-01,0.0045879375344972245,-0.057190359585722446,-0.05043303765648284,-0.018960272214285583,0.0015769913292813798,-0.028507991678230732
2003-05-01,0.010247578960000045,0.10604672796652553,0.16422156665498064,0.02714225877710836,0.1375207517627705,0.06857376411817777
2003-06-01,-0.031735958323191336,0.02068494505372022,0.010956551410781418,0.060949533900000075,0.01945078112539657,0.019033225968540596
2003-07-01,-0.017710384152074515,0.022642789970471564,0.054957581199184966,0.08613444753411768,0.04356450565744262,-0.02190072855785422
2003-08-01,-0.0010331117800515856,0.025433501120369458,0.04973029505552116,0.05037719840000005,0.05641561739429272,0.011659048391418458
2003-09-01,-0.009410892739260511,0.023589099467686343,-0.00047726313533475936,0.0766033081928572,0.030525881203645962,-0.011520102236307204
2003-10-01,-0.03262739017483048,-0.0529021249733008,-0.0583732689115274,0.03640852630804581,-0.006427190692338627,-0.04133759253878068
2003-11-01,-0.004116960522711405,0.05643296365336177,0.08641359331846327,0.03660283953406578,0.05141467963615196,0.01976763776061212
2003-12-01,-0.0598257892715839,0.0024722164852774287,0.005466597063193926,-0.029240648413043108,0.028363348518444825,-0.015397870070971001
2004-01-01,-0.008580370202692575,0.022817104934113625,0.024366426929787827,0.05301492205591391,0.036575236573162355,-0.0007779592496004878
2004-02-01,-0.05218387854217976,0.018591232330733096,0.026704163322345695,0.015208228300000043,0.05800480455840167,-0.04167152376203759
2004-03-01,-0.014815766921595992,0.01629865487098122,-0.01202767268876568,0.0408900311489359,0.024185724758023126,-0.002851520615123425
2004-04-01,-0.021599371190995274,-0.02794327448260478,-0.039382329342893485,0.10842979312826094,-0.01510453653317275,-0.04442544943365628
2004-05-01,-0.049789913239016596,-0.0005023563933606624,0.018442124080406838,0.03675781081720445,0.039467522784373044,-0.008541302516333301
2004-06-01,-0.030943933503807114,0.0011482579938308195,-0.02233833659628568,-0.02935104722471907,-0.012433357776391782,-0.04769744955453527
2004-07-01,-0.00932472984621631,0.01946628527014807,0.022139921831979076,0.06050897850000014,0.01838331588296377,-0.020007685803971973
2004-08-01,-0.030163790682935353,-0.023880658193431905,-0.0356353593386301,-0.030114085999999853,-0.008113314627228446,-0.04681575017236138
2004-09-01,-0.016626532287892036,-0.013129070009500293,-0.03014601006560729,0.0068776700000001256,-0.004701118924307794,-0.016618513286293532
2004-10-01,-0.00013227405352879418,0.011335766817138486,0.021403629045034088,-0.005871874637362566,0.02028543159150588,-0.00530918280226339
2004-11-01,0.0027706897301893324,0.01576375505942007,0.011431332252855572,0.0028425119999999325,0.0006199219184723492,-0.015720520741887622
2004-12-01,0.014571265984553591,0.01625784902641038,0.042264578755193974,0.03457754200000005,0.03583926230605436,-0.005299173827527509
2005-01-01,-0.003197448722397647,0.02558203272725661,0.02993672583905011,0.07182673650000027,0.05602513187750934,0.005141673783418009
2005-02-01,-0.009079094878403901,0.0352865963028499,0.014033384318273097,0.023908407783505278,0.043495808397479616,-0.010678047394020548
2005-03-01,-0.00578388299354823,0.040708569744908996,0.03172330816614159,0.05230102050000007,0.056305724934549016,0.0031064431138996124
2005-04-01,-0.0363899158636595,0.016772743476561974,0.005708561921628174,0.03953545376526328,0.019908127900109932,-0.028112201513416903
2005-05-01,-0.058499417017963413,-0.01718714214273201,-0.019720514918131815,-0.01214306292473117,0.010942513020260093,-0.036701010190812816
2005-06-01,0.0024790538935928197,0.07086239018941481,0.06601321301078981,0.04284022447234053,0.06264985607945489,0.020660362058839414
2005-07-01,0.02271800874088956,0.04471287039328508,0.04234591480553508,0.06214683761956559,0.048284349491917886,0.017877839450586144
2005-08-01,-0.016733928893540938,0.06606439436947541,0.0778830654842086,0.051327920359550416,0.08421207670156483,0.02271960876627612
2005-09-01,-0.0004812864234172119,0.0010506349479639902,0.00815805461221779,0.08981445370000007,0.02184578840129517,1.1288520374599237e-05
2005-10-01,0.03260738316481476,0.059142996178734614,0.05240108520912521,0.15621867538333326,0.09198151468361973,0.024250863160745144
2005-11-01,-0.04814276440637014,-0.017749121597472252,-0.004000840201281948,0.06375241889655185,0.038867869567665005,-0.027227361685400277
2005-12-01,0.02457931365830275,0.0508018298656891,0.060544483637917396,0.10509544549999991,0.0840899075150176,0.026730047183480113
2006-01-01,0.0155989820530784,0.05260420305294158,0.05734773578991147,0.12490484837857123,0.06459482572010189,0.03954268065673044
2006-02-01,0.025610038241865564,0.06617157667104465,0.07587770901443885,0.07651254226436775,0.07021608158246079,0.020429484137509862
2006-03-01,0.001418937586276427,0.03466606182371839,0.05380670035108869,0.01297824299999991,0.05893322795332808,0.02290652156826059
2006-04-01,0.03558799596774009,0.06406352158856071,0.05311451982905761,0.09489418139999985,0.06497036838400658,0.03801988152046772
2006-05-01,0.01992746796426914,0.023107610413657075,0.029550763812858677,0.03873840411764702,0.05687171002961676,0.009874224550260241
2006-06-01,-0.04770633634323852,-0.01569005963389994,-0.026290547583849036,-0.02742527479999976,-0.016361256477037997,-0.04091032025445467
2006-07-01,0.011228309330558225,0.035309693044835694,0.01754604257818229,0.052384352347126746,0.03663449761318058,0.02616668415739059
2006-08-01,-0.01916263474468652,0.03312378532379155,0.02660066300157715,0.03491222000000012,0.07000977049899966,0.01969747465541391
2006-09-01,0.025433127844122563,0.05377020677554855,0.048999999322667645,0.0902916515523258,0.06777362910738642,0.012039593374689883
2006-10-01,0.004701493716465461,0.03698498713838201,0.05160317097616681,0.039650163529411836,0.07952792652976676,0.02099243431952309
2006-11-01,0.0355882881756097,0.03946204765544897,0.054158150396322574,0.05479052387499968,0.05905960420063346,0.03018062047961617
2006-12-01,0.01337743859055359,0.022272001994614224,0.022007369204421725,0.039479565999999994,0.030976359380441052,-0.002522900650823841
2007-01-01,0.027380745535733927,0.0609131678032708,0.0638597244758416,0.09459744334470552,0.08013279871875302,0.034302684623490565
2007-02-01,0.00805648637950376,0.02636997051825109,0.04980380395902689,0.07209742649999974,0.07448665788920866,-0.0033503096800938563
2007-03-01,0.006107274452413682,0.0039590939810398625,0.007495975481192663,0.0628492989698794,-0.0023423114727971414,-0.0038982228449641054
2007-04-01,0.022149726215758975,0.045848859691382346,0.047474637530616946,0.03139636809411764,0.06459052999491655,0.029252536698269195
2007-05-01,0.018789222466819768,0.06021049993286382,0.06705983014394931,0.0371714205952382,0.09029540079484728,0.020034723857940553
2007-06-01,0.01769577625411914,0.05558762358831434,0.06353114614329294,0.073923055498795,0.04259745294541448,0.021075205418546482
2007-07-01,-0.012067330239784051,0.016173499413350584,0.017625110589343386,0.05660024689999994,0.005156444889483923,-0.018756942821513158
2007-08-01,-0.02537723538630863,-0.03451444766526705,-0.026699892985826555,0.0031784691707314756,-0.007809200223981315,-0.04076784929943514
2007-09-01,-0.0008760771096008105,-0.009605023848907837,0.0047029128104200645,-0.009013254104651175,0.02185261571184615,-0.011341304528294424
2007-10-01,0.03857799768812198,0.009265866669597188,0.027263290730100385,0.055664514919540345,0.03413323864554925,0.0008658651439507822
2007-11-01,0.01489227489839921,0.03137070127498129,0.029255336330577385,0.05025350273255834,0.04748728598987782,0.03152824405229585
2007-12-01,-0.054917182251757526,-0.02433492700226629,-0.01979474206826099,-0.012784679944444474,-0.011236029040052414,-0.05436353708588959
2008-01-01,-0.04481025338180987,-0.010079898492797307,0.015280421738592193,0.006820644258426831,0.0004791952186328878,-0.012176111789693213
2008-02-01,-0.1534751245405191,-0.14333849549982083,-0.13274853019577423,-0.06274698199999987,-0.09377302943537914,-0.10603984700213157
2008-03-01,-0.049686382752107974,-0.03512145677026786,-0.018598425638077155,0.0068755016129030955,-0.008762263424215759,-0.02046124626308185
2008-04-01,-0.09281269433239336,-0.037977046392823996,-0.045367829432128096,-0.05021284879797967,-0.030488189612841422,-0.04691279671926059
2008-05-01,-0.002128402208443611,0.04995412772828486,0.03364830883788246,0.12564862040412372,0.07381884978272785,0.02233829884790084
2008-06-01,-0.024177884213537688,6.514753184226271e-05,0.00016188216047806,0.05532856337083329,0.017746652031908717,-0.03636486652580148
2008-07-01,-0.12871285438334548,-0.1354113938182016,-0.1053291802879355,-0.04128087999999977,-0.08334561800320515,-0.10630942667615921
2008-08-01,-0.0904590251590435,-0.03831217733961531,-0.026262930328383616,0.006969635031915014,0.01740420506588599,-0.060111195248893745
2008-09-01,-0.0008056267054791857,0.0053497357689845475,-0.02342336991181785,-0.016164187868131726,0.029630105552396112,0.021847542375282098
2008-10-01,-0.10538625840597446,-0.09735518034039875,-0.09027054250606614,-0.10735822765957448,-0.07049233415676687,-0.13502684600333836
2008-11-01,-0.15100036503842804,-0.1298683161142119,-0.2294871227682146,-0.17041627628999995,-0.07698357172770906,-0.11791293552140908
2008-12-01,-0.08888269438810478,-0.07748220087962973,-0.07093499228240742,-0.016960547766990117,-0.04068546532780243,-0.04272741685561426
2009-01-01,-0.022521428841672693,-0.022621361897614028,0.024889426269094572,0.04191309600000023,-0.02400942527654221,0.020930181848068007
2009-02-01,-0.07431641000414577,-0.07756949134428887,-0.10254696949069496,-0.07219392778378372,-0.035666572432225346,-0.07078856095228866
2009-03-01,-0.0709830405830257,-0.10363088507853388,-0.10890322274751889,-0.03674655783333307,-0.0844110913459289,-0.07031658528498116
2009-04-01,0.06123476946165593,0.028690507802471274,0.03493609740210357,0.032644621222548874,0.03243488108358904,0.010771282287536675
2009-05-01,0.04086664711796595,0.1335375952390332,0.15578324054610168,0.08073744881881187,0.12857977158685815,0.09157564586737349
2009-06-01,-0.00824108970482508,0.041598526227978494,0.034645621644115096,0.07169725579805836,0.037975876938580885,0.03573649073148254
2009-07-01,0.012844067555925077,-0.037139873882610835,-0.03074049396053293,0.038658998459615214,0.011332429927210133,-0.03408667234675271
2009-08-01,0.05003771159013515,0.07370410412013118,0.07987473516805928,0.021626208839622244,0.08797704898424948,0.08125313837203559
2009-09-01,0.04018062190472868,0.07218768621306522,-0.0070587697243032835,0.014569877838094908,0.052823966370540223,0.07519213918764228
2009-10-01,0.03300006917319638,0.045322377033752234,0.02866114188131314,-0.047080952245454576,0.030417115525410696,0.03796865551303072
2009-11-01,-0.05751243389136434,-0.04300443487699884,-0.04373976108845564,-0.02232522695495519,-0.008454008170905173,-0.02350897282790543
2009-12-01,-0.020604143235598615,0.0057849188592762665,0.02510623432265817,-0.06347745709821434,-0.0009648010022431618,0.0166574099108501
2010-01-01,-0.0037934065818201676,0.04978660473737206,0.04251699665658455,0.07746592670270275,0.040323703397834906,0.03781069227982245
2010-02-01,-0.09169158281220555,-0.03590795220524308,-0.04396217542688878,-0.009514903872727142,-0.009202072408710071,-0.03335536107315258
2010-03-01,-0.02336249796095747,-0.01477602023830412,-0.00999489658333332,-0.00950374360360361,0.03469892013877989,0.027618816793494604
2010-04-01,0.014185161954554479,0.06396814923368918,0.08124887446176579,0.09635813278999991,0.04830803779550296,0.061277902426058975
2010-05-01,-0.05087656551176861,-0.02265254766214518,0.00045024612368622235,0.008712027850467013,-0.015879616327632226,-0.012597059179819868
2010-06-01,-0.1190913426747389,-0.05358423218061727,-0.030008490711063873,-0.10519064165137623,-0.035326341081836486,-0.06808366090012966
2010-07-01,-0.07311259159643972,-0.01790830539422665,0.002255077384935647,-0.03679815445454542,-0.01799422702020228,-0.04637052757204749
2010-08-01,-0.002397401383928785,0.051025730294075075,0.02642167309622938,0.008299138621052915,0.030559888182896115,0.07075219952905763
2010-09-01,-0.055218921995113426,-0.03951604809207124,-0.035523241164535035,-0.05252090784615353,-0.007207129148867564,-0.006375361830214937
2010-10-01,0.004343317620834203,0.06295492047703585,0.052425578268732356,0.03831145366722706,0.031101731834968657,0.0577869033799116
2010-11-01,-0.025691492243838047,0.028785249316188373,0.046702512061645274,-0.02435245995081984,0.02282203098934523,0.014504620806151395
